Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
55,Industrial Bank,Banking,China,49736,9274,950968,62369
56,General Motors,Consumer Durables,United States,147049,8084,227339,56802
57,BMW Group,Consumer Durables,Germany,115002,8396,238895,57486
58,Itaú Unibanco Holding,Banking,Brazil,53781,6751,383203,80779
59,Alibaba,Retailing,China,51892,10273,133726,480797
60,IBM,IT Software & Services,United States,78701,8637,130926,124875
60,Novartis,Drugs & Biotechnology,Switzerland,51902,12633,145646,175649
60,Postal Savings Bank Of China (PSBC),Banking,China,61032,8002,1386051,48751
63,Facebook,IT Software & Services,United States,55838,22112,97334,512005
64,Siemens,Conglomerates,Germany,98316,5465,164165,96998
65,Shanghai Pudong Development,Banking,China,50023,8450,916091,52138
66,Japan Post Holdings,Insurance,Japan,115601,4324,2619650,44521
67,Sumitomo Mitsui Financial,Banking,Japan,52466,6557,1841136,50867
68,Banco Bradesco,Banking,Brazil,62628,5220,332140,70702
69,Anheuser-Busch InBev,"Food, Drink & Tobacco",Belgium,54620,4330,233841,175653
70,Walt Disney,Media,United States,59402,10963,99941,238095
71,Reliance Industries,Oil & Gas Operations,India,79687,5649,124554,126409
72,CITIC,Trading Companies,Hong Kong,68042,6410,978461,43607
73,Sony,Consumer Durables,Japan,76865,7348,190695,60146
74,Cisco Systems,Technology Hardware & Equipment,United States,50822,12865,102462,248275
74,Tencent Holdings,IT Software & Services,China,47228,11949,105382,472062
76,Honda Motor,Consumer Durables,Japan,142646,6620,180934,50545
77,Enel,Utilities,Italy,86280,5650,189104,63137
78,United Technologies,Conglomerates,United States,66485,5269,134211,118140
79,Commonwealth Bank,Banking,Australia,31396,6736,690223,92822
80,China State Construction Engineering,Construction,China,178801,5779,271367,41005
81,DowDuPont,Chemicals,United States,85977,3827,188030,87606
82,Equinor,Oil & Gas Operations,Norway,77862,7619,112508,77551
83,American Express,Diversified Financials,United States,43282,6867,188602,95340
84,MetLife,Insurance,United States,66855,5123,692530,43384
85,AXA Group,Insurance,France,139662,2216,1034487,63602
86,PepsiCo,"Food, Drink & Tobacco",United States,64983,12585,75466,178157
87,Bank of Nova Scotia,Banking,Canada,32366,6447,787545,67077
88,Roche Holding,Drugs & Biotechnology,Switzerland,58085,10729,79648,222048
89,ING Group,Diversified Financials,Netherlands,39362,5548,1014008,52699
90,Lloyds Banking Group,Banking,United Kingdom,35242,5300,1015821,60895
91,Eni,Oil & Gas Operations,Italy,89437,4986,139529,62483
92,Oracle,IT Software & Services,United States,39620,10751,109438,186330
93,China Citic Bank,Banking,China,45582,6782,883626,42941
94,China Evergrande Group,Construction,China,71698,5797,273829,42495
95,UBS,Banking,Switzerland,42904,4840,958489,48964
96,AIRBUS,Aerospace & Defense,Netherlands,75158,3603,131689,104873
97,LukOil,Oil & Gas Operations,Russia,127914,9856,82632,61103
98,Prudential Financial,Diversified Financials,United States,61266,4024,815078,42397
99,BASF,Chemicals,Germany,76235,5553,103775,76584
100,SAIC Motor,Consumer Durables,China,135217,5442,114012,51474
101,Westpac Banking Group,Banking,Australia,29080,6148,636908,66036
102,British American Tobacco,"Food, Drink & Tobacco",United Kingdom,32658,8043,186381,90924
103,US Bancorp,Banking,United States,25703,7098,475775,81885
104,Credit Agricole,Banking,France,52245,4668,1856926,38353
105,China Life Insurance,Insurance,China,98335,1862,474776,114154
106,Unilever,Consumer Durables,Netherlands,60146,11077,67967,153638
107,Glencore International,Materials,Switzerland,219782,3343,128672,60455
108,Mitsubishi,Trading Companies,Japan,127412,5308,153189,42463
109,BHP Group,Materials,Australia,42556,6030,102414,138278
110,Ford Motor,Consumer Durables,United States,160338,3677,256540,38101
111,Rio Tinto,Materials,United Kingdom,40533,13782,90949,99964
112,Prudential,Insurance,United Kingdom,33285,4014,633617,60200
113,AIA Group,Insurance,Hong Kong,39479,3163,226919,122238
114,China Minsheng Bank,Banking,China,46698,7676,873155,33875
114,Sanofi,Drugs & Biotechnology,France,40658,5095,127356,102042
116,Deutsche Telekom,Telecommunications Services,Germany,89255,2557,176488,79386
117,Zurich Insurance Group,Insurance,Switzerland,46938,3717,374145,47686
118,Brookfield Asset Management,Diversified Financials,Canada,57574,3598,256281,45982
119,Merck & Co.,Drugs & Biotechnology,United States,42264,6220,82637,189055
120,ANZ,Banking,Australia,27544,4863,682036,53963
121,Caterpillar,Capital Goods,United States,54722,6147,78509,82510
122,Saudi Basic Industries,Chemicals,Saudi Arabia,45056,5744,85337,99999
123,Hon Hai Precision,Technology Hardware & Equipment,Taiwan,175556,4280,110009,41172
124,China Vanke,Construction,China,41058,5005,222640,46533
125,Mizuho Financial,Banking,Japan,33069,4625,1837801,39799
126,CNOOC,Oil & Gas Operations,Hong Kong,33878,7966,98865,83886
126,Home Depot,Retailing,United States,108203,11121,44003,226790
126,Taiwan Semiconductor,Semiconductors,Taiwan,34203,11644,68000,222396
129,Country Garden Holdings,Construction,China,56734,5191,237367,35243
130,Capital One Financial,Business Services & Supplies,United States,32658,5975,372538,41225
130,Intesa Sanpaolo,Banking,Italy,28130,4778,900483,45877
132,Nissan Motor,Consumer Durables,Japan,108668,4395,172845,33599
133,Coca-Cola,"Food, Drink & Tobacco",United States,31697,6434,83216,202985
134,Bank of Montreal,Banking,Canada,26233,4593,614176,50371
135,BBVA-Banco Bilbao Vizcaya,Banking,Spain,28305,5535,773557,41641
136,Walgreens Boots Alliance,Retailing,United States,136097,5134,70434,49948
137,Chubb,Insurance,Switzerland,32635,3962,167771,63539
138,NAB - National Australia Bank,Banking,Australia,25341,4221,583766,50665
139,Vale,Materials,Brazil,36781,7017,88167,68274
140,China Pacific Insurance,Insurance,China,54120,2718,191167,47924
141,Anthem,Drugs & Biotechnology,United States,92095,3750,71571,61643
141,Telefónica,Telecommunications Services,Spain,57749,3720,130373,43277
143,Christian Dior,Consumer Durables,France,55243,3037,88332,89566
144,Generali Group,Insurance,Italy,92107,2724,588527,30075
145,Iberdrola,Utilities,Spain,41381,3556,129219,55653
146,PNC Financial Services,Banking,United States,20171,5317,392837,60202
147,GlaxoSmithKline,Drugs & Biotechnology,United Kingdom,41097,4831,73953,97632
147,Munich Re,Insurance,Germany,62872,2725,311574,36310
149,Cigna,Drugs & Biotechnology,United States,48610,2637,154640,56571
150,Medtronic,Health Care Equipment & Services,Ireland,30555,4919,88730,112952
151,China Everbright Bank,Banking,China,33114,5115,634652,31826
152,China Shenhua Energy,Materials,China,38403,6658,85594,57349
153,Honeywell International,Conglomerates,United States,40294,6742,58560,123138
154,Banco do Brasil,Banking,Brazil,42029,3781,368373,34467
155,PICC,Insurance,China,73856,2033,146366,54008
156,UniCredit,Banking,Italy,31080,4482,950493,32042
157,CK Hutchison,Conglomerates,Hong Kong,35359,4976,157388,40700
157,Société Générale,Banking,France,49456,4014,1496873,24476
159,ConocoPhillips,Oil & Gas Operations,United States,36372,6257,69980,74582
159,United Parcel Service,Transportation,United States,71911,4791,50016,98268
159,VINCI,Construction,France,52088,3519,86144,55821
162,Visa,Business Services & Supplies,United States,21253,10378,71655,351882
163,Tokio Marine Holdings,Insurance,Japan,47650,3137,212136,35777
164,Bayer,Drugs & Biotechnology,Germany,46702,2000,150254,64127
165,PTT,Oil & Gas Operations,Thailand,72266,3667,74831,43750
166,Manulife,Insurance,Canada,28403,3703,517805,36187
167,AbbVie,Drugs & Biotechnology,United States,32753,5657,59352,114662
168,China Telecom,Telecommunications Services,China,57139,3244,96623,42503
169,Phillips 66,Oil & Gas Operations,United States,111269,5589,54302,43354
170,KDDI,Telecommunications Services,Japan,45757,5322,65232,52502
171,Fiat Chrysler Automobiles,Consumer Durables,United Kingdom,133416,4257,110740,25552
171,Marathon Petroleum,Oil & Gas Operations,United States,96136,2779,92940,40231
173,Costco Wholesale,Retailing,United States,147237,3449,42799,108127
174,Enbridge,Oil & Gas Operations,Canada,36123,2224,122203,75318
175,Amgen,Drugs & Biotechnology,United States,23768,8394,66416,109313
176,SAP,IT Software & Services,Germany,29149,4823,58862,134852
177,Bank of New York Mellon,Banking,United States,19538,4022,346132,46353
178,Broadcom,Semiconductors,United States,21310,6500,72110,126125
179,SK Hynix,Semiconductors,South Korea,36751,14121,57052,47645
180,China Communications Construction,Construction,China,73564,2958,139895,28896
181,Lockheed Martin,Aerospace & Defense,United States,53762,5046,44876,88875
182,Itochu,Trading Companies,Japan,91605,3991,98739,27460
183,Duke Energy,Utilities,United States,24521,2666,150567,64862
184,FedEx,Transportation,United States,69200,3630,54464,51633
185,Royal Bank of Scotland,Banking,United Kingdom,22209,2789,884178,41272
186,Orange,Telecommunications Services,France,48819,2305,112292,43622
187,Barclays,Banking,United Kingdom,28183,2129,1443349,37984
188,Union Pacific,Transportation,United States,22832,5966,59648,125620
189,América Móvil,Telecommunications Services,Mexico,53065,2522,72572,52350
190,Canadian Imperial Bank,Banking,Canada,20151,3929,468017,36839
191,Credit Suisse Group,Banking,Switzerland,34051,2102,779992,34414
193,NextEra Energy,Utilities,United States,16317,6652,103702,90683
194,Deere & Company,Capital Goods,United States,38439,3401,69918,53841
195,ArcelorMittal,Materials,Luxembourg,75963,5137,91249,23977
196,Mitsui,Trading Companies,Japan,56609,3547,107797,27651
197,Abbott Laboratories,Health Care Equipment & Services,United States,30723,2609,67173,129838
198,China Railway Group,Construction,China,110536,2613,137302,24319.6
199,Gilead Sciences,Drugs & Biotechnology,United States,22214,5455,63675,80255
200,China Railway Construction,Construction,China,109102,2703,133660,22804.9
201,L'Oréal,Consumer Durables,France,31779,4596,43963,153010
202,Exelon,Utilities,United States,36444,2009,119666,47670
203,Delta Air Lines,Transportation,United States,44940,4086,61841,38101
204,Renault,Consumer Durables,France,67740,3896,131458,20873
205,Charter Communications,Media,United States,43634,1230,149072,80848
206,Micron Technology,Semiconductors,United States,29985,13060,47487,48030
207,Qatar National Bank,Banking,Qatar,16092,3825,242264,46420
208,Deutsche Post,Transportation,Germany,72614,2448,59958,43104
209,HDFC Bank,Banking,India,15745,2871,169151,89939
210,Altria Group,"Food, Drink & Tobacco",United States,19627,6955,55638,101809
211,Valero Energy,Oil & Gas Operations,United States,117033,3122,50699,36767
212,Philip Morris International,"Food, Drink & Tobacco",United States,29453,7692,38042,131450
213,DBS,Banking,Singapore,13638,4133,404192,51561
214,BlackRock,Diversified Financials,United States,14089,4269,159573,72333
215,Southern Company,Utilities,United States,23615,2242,116914,54082
216,3M,Conglomerates,United States,32765,5349,36500,126052
217,Schlumberger,Oil & Gas Operations,United States,32816,2137,70507,63145
218,Peugeot,Consumer Durables,France,87333,3335,70820,24945
219,Linde,Chemicals,United Kingdom,14900,4381,93386,98302
220,Oil & Natural Gas,Oil & Gas Operations,India,49917,3429,70565,29647
221,Dai-ichi Life Insurance,Insurance,Japan,59070,2857,509385,16918
222,Thermo Fisher Scientific,Health Care Equipment & Services,United States,24358,2938,56232,103903
223,Aflac,Insurance,United States,22185,2919,145597,36634
223,Allstate,Insurance,United States,39124,2252,113399,32206
225,Hyundai Motor,Consumer Durables,South Korea,87970,1370,161907,31241
226,Travelers,Insurance,United States,30283,2504,105146,36386
227,ENGIE,Oil & Gas Operations,France,71488,1219,175704,36155
228,Mondelez International,"Food, Drink & Tobacco",United States,25938,2500,62729,72418
229,Suncor Energy,Oil & Gas Operations,Canada,29736,2541,65587,52557
230,Hitachi,Conglomerates,Japan,85814,1693,88352,31760
231,Nordea Bank,Banking,Finland,14957,3622,630565,33899
232,Aviva,Insurance,United Kingdom,37911,2043,533286,21967
233,Target,Retailing,United States,75355,2938,41290,42990
234,Lowe's,Retailing,United States,71310,2307,34641,90528
235,General Dynamics,Aerospace & Defense,United States,36193,3345,45408,51069
236,Repsol,Oil & Gas Operations,Spain,58838,2745,69478,25996
237,AstraZeneca,Drugs & Biotechnology,United Kingdom,23905,2182,60651,99235
238,Eli Lilly,Drugs & Biotechnology,United States,24556,3232,43908,119327
239,Continental,Consumer Durables,Germany,52386,3418,47423,34991
240,Charles Schwab,Diversified Financials,United States,11473,3688,282800,60774
241,National Grid,Utilities,United Kingdom,20045,4442,79241,36321
242,Progressive,Insurance,United States,33916,2976,48850,43800
243,Tesco,Food Markets,United Kingdom,84268,1743,65237,31865
244,Danone,"Food, Drink & Tobacco",France,29082,2755,50501,51234
245,Poly Developments & Holdings Group,Construction,China,26966,2857,123293,24837
246,Volvo Group,Consumer Durables,Sweden,44920,2861,53538,32779
247,HCA Healthcare,Health Care Equipment & Services,United States,46677,3787,39207,39586
248,Accenture,IT Software & Services,Ireland,42541,4472,27390,113923
249,Central Japan Railway,Transportation,Japan,16799,3906,83319,41815
250,East Japan Railway,Transportation,Japan,27130,2652,74041,34732
251,China Unicom,Telecommunications Services,Hong Kong,44074,1553,79651,37793
252,Schneider Electric,Capital Goods,France,30343,2754,48308,47553
253,Midea Group,Consumer Durables,China,39753,3086,37301,52204
254,KBC Group,Banking,Belgium,14965,2942,324435,31346
255,McDonald's,"Hotels, Restaurants & Leisure",United States,21025,5924,32811,148813
256,Denso,Consumer Durables,Japan,48794,2366,51455,34930
257,JXTG Holdings,Oil & Gas Operations,Japan,101754,3358,80926,16608
258,Fresenius,Health Care Equipment & Services,Germany,39557,2391,64820,30561
259,Truist Financial,Banking,United States,13237,3241,227683,37695
260,Gree Electric Appliances,Consumer Durables,China,28493,4290,35974,53383
261,Anglo American,Materials,United Kingdom,27610,3577,52196,35852
262,Møller-Maersk,Transportation,Denmark,39049,3064,56636,28118
263,E.ON,Utilities,Germany,35057,3802,64604,23952
263,MS&AD Insurance,Insurance,Japan,46230,2096,206562,18020
265,Huaxia Bank,Banking,China,19993,3074,379762,20080
266,Bristol-Myers Squibb,Drugs & Biotechnology,United States,22561,4952,34986,74378
267,China Resources Land,Construction,Hong Kong,18444,3632,95510,29861
268,Air Liquide,Chemicals,France,24788,2493,47990,56934
269,EDF,Utilities,France,81374,700,323705,43371
270,Baoshan Iron & Steel,Materials,China,39950,3555,50849,25648
271,Danaher,Conglomerates,United States,20078,2418,47833,90729
271,Legal & General Group,Insurance,United Kingdom,17482,2436,621237,22582
273,EXOR,Diversified Financials,Netherlands,169051,1589,190077,15884
273,Sun Life Financial,Diversified Financials,Canada,23440,2018,195992,24453
275,BT Group,Telecommunications Services,United Kingdom,31467,2693,59982,29633
276,KB Financial Group,Banking,South Korea,27421,2782,431212,15916
277,Northrop Grumman,Aerospace & Defense,United States,30095,3229,37653,47786
278,Seven & I Holdings,Food Markets,Japan,61470,1837,52060,30336
279,HP,Technology Hardware & Equipment,United States,58661,4192,32490,31467
280,Nike,Consumer Durables,United States,38703,4177,22921,224313
281,Shinhan Financial Group,Diversified Financials,South Korea,20111,2832,411902,18685
282,ABB,Conglomerates,Switzerland,34293,2169,44441,44509
283,Diageo,"Food, Drink & Tobacco",United Kingdom,16722,3920,40875,98004
284,Bank of Beijing,Banking,China,17103,3034,368092,20213
285,CNP Assurances,Insurance,France,47607,1554,450365,16460
286,Japan Tobacco,"Food, Drink & Tobacco",Japan,20064,3492,49778,41213
286,Oversea-Chinese Banking,Banking,Singapore,11018.3,3329,343128,36893
288,Indian Oil,Oil & Gas Operations,India,64300,3442,45377,21869
289,Inditex,Retailing,Spain,30670,4040,24881,98025
290,Dominion Energy,Utilities,United States,13455,2447,77914,59891
291,Sumitomo,Trading Companies,Japan,46918,2693,72668,17887
292,Occidental Petroleum,Oil & Gas Operations,United States,17635,4114,43854,46234
293,Reckitt Benckiser Group,Consumer Durables,United Kingdom,16797,2881,47951,53506
294,CRRC,Capital Goods,China,32551,1694,52093,37772.7
295,Cathay Financial,Insurance,Taiwan,28859.4,1707,299904,18006
296,Kroger,Food Markets,United States,121162,3076,38701,20581
297,Baidu,IT Software & Services,China,15435,4160,43341,59748.4
298,Panasonic,Consumer Durables,Japan,73821,1898,57074,21273
299,Johnson Controls International,Business Services & Supplies,Ireland,29429,2287,48016,33542
300,Ecopetrol,Oil & Gas Operations,Colombia,21866,3909,38873,39455
301,Canon,Business Services & Supplies,Japan,35783,2289,44656,30901
302,Royal Ahold Delhaize N.V.,Food Markets,Netherlands,74078,2115,38102,28001
303,Jardine Matheson,Conglomerates,Bermuda,42527,1732,86258,20223
304,Raytheon Technologies,Aerospace & Defense,United States,27058,2909,31864,51138
305,Sunac China Holdings,Construction,China,18931,2486,104383,23560
306,United Airlines Holdings,Transportation,United States,41860,2274,50639,23330
307,United Overseas Bank,Banking,Singapore,10651,2970,284734,32923
308,Nippon Steel,Materials,Japan,54537,2451,70275,16155
309,LyondellBasell Industries,Chemicals,United Kingdom,39001,4684,28278,33992
310,Qualcomm,Semiconductors,United States,21505,2157,34246,96692
311,Safran,Aerospace & Defense,France,24804,1514,46435,56724
312,Carnival,"Hotels, Restaurants & Leisure",United States,19322,3098,43930,38899
313,SK Holdings,Oil & Gas Operations,South Korea,92231,2047,107059,13134
314,State Street,Diversified Financials,United States,12488,2598,244626,26491
315,Orix,Business Services & Supplies,Japan,22251,2653,110484,18307
316,Celgene,Drugs & Biotechnology,United States,15290,4046,35480,65862
317,American Electric,Utilities,United States,16167,1924,71554,40948
318,PayPal,Business Services & Supplies,United States,15481,2057,43332,125846
319,EOG Resources,Oil & Gas Operations,United States,17266,3419,33934,60251
320,Greenland Holdings Group,Construction,China,50907,1738,138285,14119
321,LafargeHolcim,Construction,Switzerland,28065,1535,60555,31257
322,Henkel,Consumer Durables,Germany,23476,2726,34253,43057
323,Posco,Materials,South Korea,59043,1520,70127,18998
324,Natixis,Diversified Financials,France,17475.9,1746,566426,18583
325,Mitsubishi Electric,Capital Goods,Japan,41472,2151,37762,29093
326,Bridgestone,Consumer Durables,Japan,33050,2641,35216,29808
327,Archer Daniels Midland,"Food, Drink & Tobacco",United States,64300,1810,40833,23949
328,Sun Hung Kai Properties,Construction,Hong Kong,8762,4770,92714,49302
329,Toshiba,Consumer Durables,Japan,34356,7765,39381,17326
330,Surgutneftegas,Oil & Gas Operations,Russia,22635,8385,74135,14004
331,Poste Italiane,Insurance,Italy,35058.6,1650,238785,13980
332,HDFC,Business Services & Supplies,India,10725,2519,86275,49745
333,First Abu Dhabi Bank,Banking,United Arab Emirates,8127,3135,202585,47831
334,Mastercard,Business Services & Supplies,United States,14950,5859,24860,247132
335,Kinder Morgan,Oil & Gas Operations,United States,14244,1632,76292,43891
336,New China Life Insurance,Insurance,China,23382,1222,106542,25642.2
337,DNB,Banking,Norway,9185,2865,304291,31588
338,SunTrust Banks,Banking,United States,10397,2775,215543,28142
339,Danske Bank,Banking,Denmark,15446,2201,548176,16592
339,Discover Financial Services,Business Services & Supplies,United States,12847,2720,109957,25169
341,BCE,Telecommunications Services,Canada,18106,2260,41807,40860
342,Canadian Natural Resources,Oil & Gas Operations,Canada,16223,1999,53932,37635
343,CaixaBank,Banking,Spain,12392,2342,441967,19870
344,CSX,Transportation,United States,12387,3448,38154,63900
345,Longfor Group Holdings,Construction,China,17281,2428,73828,21310
346,TC Energy,Oil & Gas Operations,Canada,10257,2856,72426,43249
347,Bank Of Shanghai,Banking,China,11813,2268,284616,20683
348,Macquarie Group,Diversified Financials,Australia,11260,1907,148760,30808
349,Fubon Financial,Insurance,Taiwan,21917,1583,250561,14933
350,Marubeni,Trading Companies,Japan,67841,2373,63757,12290
351,Starbucks,"Hotels, Restaurants & Leisure",United States,25277,3029,19981,94588
352,Fannie Mae,Business Services & Supplies,United States,119106,15959,3418318,3127
353,Samsung Life Insurance,Insurance,South Korea,26868,1512,259313,13425
354,Tyson Foods,"Food, Drink & Tobacco",United States,40006,1944,32335,26329
355,Becton Dickinson,Health Care Equipment & Services,United States,17062,1046,52932,61317
356,Automatic Data Processing,Business Services & Supplies,United States,13841,1815,38806,70764
357,Humana,Drugs & Biotechnology,United States,56912,1683,25658,32647
357,Standard Chartered,Banking,United Kingdom,23975,635,688762,28939
359,Imperial Brands,"Food, Drink & Tobacco",United Kingdom,20698,1839,40227,31005
360,Richemont,Consumer Durables,Switzerland,14486,2969,33433,42378
361,Eaton,Capital Goods,Ireland,21609,2145,31092,36148
362,Kering,Consumer Durables,France,16122,2991,24426,72468
363,Bank Rakyat Indonesia (BRI),Banking,Indonesia,9370,2272,90188,38823
364,Couche Tard,Food Markets,Canada,59671,1954,22247,33683
364,Saudi Telecom,Telecommunications Services,Saudi Arabia,13882,2877,29903,59733
366,Stryker,Health Care Equipment & Services,United States,13601,3553,27229,67256
367,Freddie Mac,Business Services & Supplies,United States,70671,9235,2063060,1671
368,Daiwa House Industry,Construction,Japan,36686,2221,38978,17769
368,Heineken,"Food, Drink & Tobacco",Netherlands,26510,1134,49844,28319
370,Booking Holdings,Business Services & Supplies,United States,14527,3998,22687,83018
370,NN Group,Insurance,Netherlands,22433,1285,255192,14160
372,Ameriprise Financial,Diversified Financials,United States,12592,2098,137216,19399
373,American Airlines Group,Transportation,United States,44541,1412,60580,15434
374,Tata Consultancy Services,IT Software & Services,India,20940,4500,16592,116097
375,Mitsui Fudosan,Construction,Japan,17145,1685,60360,22685
376,Novo Nordisk,Drugs & Biotechnology,Denmark,17701,6114,16968,116330
377,Takeda Pharmaceutical,Drugs & Biotechnology,Japan,16126,1000,52565,56557
378,Maybank,Banking,Malaysia,9973,2011,195279,24007
379,China Merchants Shekou Industrial Zone Holdings,Construction,China,12083,2277,61643,26819
380,Norfolk Southern,Transportation,United States,11458,2660,36614,52979
381,Power Construction Corporation of China,Construction,China,41824,1182,98519,13782
382,Michelin Group,Consumer Durables,France,25988,1964,33663,23750
383,EssilorLuxottica,Health Care Equipment & Services,France,12740,1282,52892,52859
384,Etisalat,Telecommunications Services,United Arab Emirates,14263,2391,34097,39350
385,CRH,Construction,Ireland,31619,1131,40208,28250
386,Lincoln National,Insurance,United States,16197,1641,299336,13536
386,Transneft,Oil & Gas Operations,Russia,15599,3571,45980,19267
388,Canadian National Railway,Transportation,Canada,11049,3339,30518,67891
389,General Electric,Conglomerates,United States,121615,-22367,317688,81435
390,Hyundai Mobis,Capital Goods,South Korea,31939,1716,38601,19407
391,Erste Group Bank,Banking,Austria,11479,2025,271516,17022
392,Swiss Life Holding,Insurance,Switzerland,19676,1099,216273,15856
393,ASML Holding,Semiconductors,Netherlands,12911,2979,24779,85551
394,Komatsu,Capital Goods,Japan,24573,2042,31986,23746
394,Suzuki Motor,Consumer Durables,Japan,35051,2102,29363,21321
394,TJX Cos,Retailing,United States,38973,3060,14326,68213
397,Power Corp of Canada,Diversified Financials,Canada,39951,1033,326678,11364
398,Southwest Airlines,Transportation,United States,21965,2465,27303,28524
398,Telstra,Telecommunications Services,Australia,18665,2309,30781,28972
400,ICICI Bank,Banking,India,18743,617,168660,37641
401,Freeport-McMoRan,Materials,United States,18967,2262,42216,20287
402,Texas Instruments,Semiconductors,United States,15784,5537,17137,108420
403,Sompo,Insurance,Japan,31462,1096,109100,14210
404,Principal Financial Group,Diversified Financials,United States,14254,1547,243036,15360
405,OMV Group,Oil & Gas Operations,Austria,27052,1698,44111,18173
406,Shin-Etsu Chemical,Chemicals,Japan,14371,3034,27798,40058
407,Anhui Conch Cement,Construction,China,18985,4489,21782,33605
408,Hartford Financial Services,Insurance,United States,18751,1605,62556,18376
409,SingTel,Telecommunications Services,Singapore,12863,2299,35745,37833
410,CVS Health,Retailing,United States,194094,-598,198210,68335
411,Marriott International,"Hotels, Restaurants & Leisure",United States,20758,1907,23696,45255
412,AmerisourceBergen,Drugs & Biotechnology,United States,172866,1190,39268,15293
413,Deutsche Lufthansa,Transportation,Germany,42287,2552,44359,12070
414,Tokyo Electric Power,Utilities,Japan,56117,1747,113891,8922
415,Standard Bank Group,Banking,South Africa,9005,2127,147860,22891
416,Fosun International,Insurance,China,16428,2031,93054,13897
416,SEB AB,Banking,Sweden,8024,2659,289596,21228
418,Naspers,Media,South Africa,6891,13534,35764,111321
419,Kweichow Moutai,"Food, Drink & Tobacco",China,9961,5320,23282,177142
420,National Commercial Bank,Banking,Saudi Arabia,6255,2844,120862,47272
421,Bank Of Jiangsu,Banking,China,13692,1980,281856,12776
422,Biogen,Drugs & Biotechnology,United States,12053,4431,25289,44533
423,Suning.com,Retailing,China,36884,2014,29053,19190
424,Bouygues,Construction,France,41946,1547,43090,14607
