Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
54,Banco do Brasil,Banking,Brazil,72383,6508.9,516251,45891
55,MetLife,Insurance,United States,70263,6981,799625,40695
56,Vale,Diversified Metals & Mining,Brazil,55392,20297.4,127645,126842
57,Johnson & Johnson,Health Care Equipment & Services,United States,65030,9672,113644,178760
57,Telefónica,Telecommunications services,Spain,81395,6998.7,159940,75583
59,Honda Motor,Consumer Durables,Japan,107511,6425.1,137675,70825
59,Westpac Banking Group,Banking,Australia,44114,7177.3,651730,67476
61,BMW Group,Consumer Durables,Germany,95827,6796.3,159964,61244
62,Novartis,Drugs & Biotechnology,Switzerland,58566,9113,117496,150369
63,General Motors,Consumer Durables,United States,150276,9190,144603,40037
64,Sumitomo Mitsui Financial,Banking,Japan,45915,5725,1654903,47777
65,China Life Insurance,Insurance,China,56014,5101.7,214058,76465
66,Verizon Communications,Telecommunications services,United States,110875,2404,230461,112202
67,Hewlett-Packard,Technology Hardware & Equipment,United States,124979,5937,126596,48425
68,Lukoil,Oil & Gas Operations,Russia,111433,10357,90601,55328
69,Rio Tinto,Diversified Metals & Mining,United Kingdom,60537,5826,119545,110184
70,Royal Bank of Canada,Banking,Canada,35889,4693.6,812700,84398
71,Rosneft,Oil & Gas Operations,Russia,59167,11318.3,106024,79640
71,UBS,Diversified Financials,Switzerland,43718,4511.7,1508719,54159
73,EDF,Utilities,France,84595,3899,297536,45657
74,BASF,Chemicals,Germany,95204,8015.6,78702,82237
75,ENEL,Utilities,Italy,103203,5385,220432,35422
76,National Australia Bank,Banking,Australia,38170,5042.5,730396,56336
77,Goldman Sachs Group,Diversified Financials,United States,36793,4442,923225,63469
78,Sanofi ,Drugs & Biotechnology,France,43250,7374.4,125313,103338
79,ANZ,Banking,Australia,34672,5173.9,577201,62639
80,Merck & Co,Drugs & Biotechnology,United States,48047,6271,105128,115764
81,Comcast,Media,United States,55842,4160,157818,79825
82,TD Bank,Banking,Canada,27663,5783.5,771467,76072
83,Bank of America,Banking,United States,115074,1446,2129046,105177
83,BBVA-Banco Bilbao Vizcaya,Banking,Spain,46749,3940.4,767669,43056
85,Intel,Semiconductors,United States,53999,12942,71119,138539
85,Nissan Motor,Consumer Durables,Japan,105540,3840.2,128704,48057
87,Coca-Cola,"Food, Drink & Tobacco",United States,46542,8572,79974,158786
88,PepsiCo,"Food, Drink & Tobacco",United States,66504,6443,72882,101259
88,Saudi Basic Industries,Chemicals,Saudi Arabia,50647,7790.1,88625,84390
90,Sberbank,Banking,Russia,31769,5955.7,282406,74042
91,Cisco Systems,Technology Hardware & Equipment,United States,44844,6998,89259,107880
92,Bank of Nova Scotia,Banking,Canada,27320,5286.9,635244,62153
93,Anheuser-Busch InBev,"Food, Drink & Tobacco",Belgium,39046,5855,112427,115294
94,Société Générale,Banking,France,98619,3320.9,1531058,25787
95,Mitsubishi Corp,Trading Companies,Japan,62639,5572.1,136587,39695
96,Hyundai Motor,Consumer Durables,South Korea,70291,6917.1,94474,43629
97,Zurich Financial Services,Insurance,Switzerland,52994,3529,365562,39020
98,Mizuho Financial,Banking,Japan,32187,4971.1,1934402,40581
99,Glencore International,Diversified Metals & Mining,Switzerland,179640,3906.4,85198,45875
100,Morgan Stanley,Diversified Financials,United States,39310,4111,749898,38643
100,Ping An Insurance Group,Insurance,China,42197,3013.7,362783,55011
102,Intesa Sanpaolo,Banking,Italy,46995,3621.2,875741,33853
103,Google,IT Software & Services,United States,37905,9737,72574,203223
103,Roche Holding,Drugs & Biotechnology,Switzerland,45342,9960.6,62896,152019
105,UnitedHealth Group,Health Care Equipment & Services,United States,101862,5142,67889,58090
106,Caterpillar,Capital Goods,United States,60138,4928,81446,73547
107,Unilever,"Food, Drink & Tobacco",Netherlands,60191,5514.3,61466,102446
108,Bank of Communications,Banking,China,24898,5923.5,598548,48794
109,Oracle,IT Software & Services,United States,36705,9357,72910,149468
110,France Telecom,Telecommunications services,France,58649,5045.4,120120,39298
111,Standard Chartered,Banking,United Kingdom,23504,4679.4,598738,62498
112,América Móvil,Telecommunications services,Mexico,47665,5920.7,67897,93444
113,Prudential Financial,Insurance,United States,49045,3666,624521,29944
114,Boeing,Aerospace & Defense,United States,68735,4018,79986,56078
115,American Express,Diversified Financials,United States,32282,4935,153337,65964
116,Kraft Foods,"Food, Drink & Tobacco",United States,54365,3527,93837,67865
117,CVS Caremark,Retailing,United States,107100,3461,64543,58972
117,Tesco,Food Markets,United Kingdom,99075,4317.1,76702,41713
119,GlaxoSmithKline,Drugs & Biotechnology,United Kingdom,42527,8169.3,59415,111822
120,United Technologies,Conglomerates,United States,58190,4979,61452,77690
121,Walt Disney,Media,United States,40956,4969,73877,77412
122,US Bancorp,Banking,United States,21399,4872,340122,60481
123,Prudential,Insurance,United Kingdom,56687,2313.7,419074,31852
124,Reliance Industries,Oil & Gas Operations,India,59504,4331.4,68958,50370
125,Credit Suisse Group,Diversified Financials,Switzerland,44768,1978.7,1112422,36235
126,China Shenhua Energy,Diversified Metals & Mining,China,33079,7257,63576,84186
127,Abbott Laboratories,Health Care Equipment & Services,United States,38851,4728.5,60277,93429
128,Schlumberger,Oil & Gas Operations,Netherlands,39540,4998,55201,102381
129,Hitachi,Consumer Durables,Japan,112069,2873.6,109252,27157
130,ArcelorMittal,Diversified Metals & Mining,Luxembourg,93973,2262,121880,32295
131,Iberdrola,Utilities,Spain,40995,3632.8,119897,35988
132,Xstrata,Diversified Metals & Mining,Switzerland,32692,5513.1,74851,54817
133,Mitsui & Co,Trading Companies,Japan,56294,3689.1,103567,31071
134,Suncor Energy,Oil & Gas Operations,Canada,39077,4226.9,73437,51758
135,Nordea Bank,Banking,Sweden,21686,3423,933283,39696
136,Bayer Group,Chemicals,Germany,47316,3199.5,66795,59197
137,Ecopetrol,Oil & Gas Operations,Colombia,35618,8370.6,47602,119731
138,UniCredit Group,Banking,Italy,56268,1562.2,1231813,31775
139,Anglo American,Diversified Metals & Mining,United Kingdom,29510,5953.2,71972,54895
140,Repsol YPF,Oil & Gas Operations,Spain,72844,2840.7,88778,30137
141,Dow Chemical,Chemicals,United States,59985,2742,69224,41844
142,AstraZeneca,Drugs & Biotechnology,United Kingdom,32416,9633.8,51359,58034
143,RWE Group,Utilities,Germany,63670,2339.4,116879,29863
144,Home Depot,Retailing,United States,70395,3883,40518,75614
145,Occidental Petroleum,Oil & Gas Operations,United States,24119,6771,60044,81576
146,Cnooc,Oil & Gas Operations,Hong Kong-China,27068,8045.5,49749,96330
147,Bank of Montreal,Banking,Canada,19500,3314.6,536730,38119
148,State Bank of India,Banking,India,33176,2398.8,369176,28191
149,Canon,Business Services & Supplies,Japan,46211,3229.7,51088,63459
149,TNK-BP Holding,Oil & Gas Operations,Russia,60199,8981,37072,51590
151,Posco,Diversified Metals & Mining,South Korea,59494,3148.3,67321,30588
152,Møller-Maersk,Transportation,Denmark,56148,2644.2,69831,34098
153,Shanghai Pudong Dev Bk,Banking,China,20380,4335,425870,27290
154,Itaúsa,Conglomerates,Brazil,29750,2596.4,162443,32296
155,China Telecom,Telecommunications services,China,38933,2622,66102,47230
156,Hon Hai Precision,Consumer Durables,Taiwan,102744,2644.9,47349,37798
157,Generali Group,Insurance,Italy,105155,1112,532937,27601
158,News Corp,Media,United States,34152,3013,59936,49506
159,Target,Retailing,United States,69865,2929,46630,39094
160,China Merchants Bank,Banking,China,15201,3909.7,364023,42548
161,Vinci,Construction,France,48764,2466.7,78403,30457
162,EI du Pont de Nemours,Chemicals,United States,38719,3474,48492,49764
163,Philip Morris International,"Food, Drink & Tobacco",United States,31097,8591,35488,147754
164,Hutchison Whampoa,Conglomerates,Hong Kong-China,26911,2577.9,90958,44734
165,Telecom Italia,Telecommunications services,Italy,36909,4178,117074,21272
166,BG Group,Oil & Gas Operations,United Kingdom,20336,4085.9,60844,83210
167,PTT PCL,Oil & Gas Operations,Thailand,76924,3336,43838,32909
168,United Parcel Service,Air Courier,United States,53105,3804,34701,75162
169,Swiss Re ,Insurance,Switzerland,28083,2626,225899,23937
170,Jardine Matheson,Conglomerates,Hong Kong-China,37967,3449,58297,33910
171,Oil & Natural Gas,Oil & Gas Operations,India,26318,5041.4,50990,46592
172,Canadian Imperial Bank,Banking,Canada,16504,3063.3,390337,31386
173,Dell,Technology Hardware & Equipment,United States,62071,3492,44533,30483
174,EADS,Aerospace & Defense,Netherlands,63637,1338.1,109261,33380
175,British American Tobacco,"Food, Drink & Tobacco",United Kingdom,23912,4805.9,41613,100906
176,JX Holdings,Oil & Gas Operations,Japan,115902,3750.2,74074,15756
177,Time Warner,Media,United States,28974,2886,67801,34820
178,National Grid,Oil & Gas Operations,United Kingdom,22417,3459.9,74377,36320
179,PNC Financial Services,Banking,United States,15820,3056,271205,33458
180,Munich Re,Insurance,Germany,84809,977.5,320864,27133
181,Vivendi,Media,France,37323,3472.8,70487,22892
182,Capital One Financial,Diversified Financials,United States,18525,3147,206019,25065
183,McDonald's,"Hotels, Restaurants & Leisure",United States,27006,5503.1,32990,99472
183,Volvo Group,Capital Goods,Sweden,44994,2573.4,49656,31453
185,WellPoint,Health Care Equipment & Services,United States,60711,2646.7,52019,22539
186,ABB,Conglomerates,Switzerland,35600,2967.8,39452,47756
187,Renault,Consumer Durables,France,55218,2709.9,93106,16355
188,Wesfarmers,Food Markets,Australia,58428,2060,43228,35494
189,Softbank,Telecommunications services,Japan,36146,2282.2,54857,32281
190,Deere & Co,Capital Goods,United States,32660,2819.1,48577,33440
191,KDDI,Telecommunications services,Japan,41318,3069.1,44042,29186
192,Bank of New York Mellon,Banking,United States,15334,2516,325266,29084
193,Deutsche Telekom,Telecommunications services,Germany,75976,721.5,153302,50470
193,3M,Conglomerates,United States,29611,4283,31616,62203
195,Schneider Electric,Capital Goods,France,31172,2534.2,46508,38435
196,Telstra,Telecommunications services,Australia,26777,3463,40590,42935
197,Saint-Gobain,Construction,France,54555,1663.2,58787,25723
198,Apache,Oil & Gas Operations,United States,16888,4584,52051,41883
199,Sumitomo Corp,Trading Companies,Japan,37295,2408.7,86419,18765
200,Surgutneftegas,Oil & Gas Operations,Russia,20323,4266.2,46605,39923
201,Imperial Tobacco Group,"Food, Drink & Tobacco",United Kingdom,23654,2797.5,47458,40475
202,Honeywell International,Conglomerates,United States,36529,2067,39808,46809
202,Union Pacific,Transportation,United States,19557,3292,45096,54320
204,China Citic Bank,Banking,China,12324,3263.4,315454,32232
205,Toshiba,Consumer Durables,Japan,76974,1658.3,60602,19259
206,Lockheed Martin,Aerospace & Defense,United States,46499,2655,37908,28998
207,Qualcomm,Technology Hardware & Equipment,United States,16290,4491,37606,110636
208,Eli Lilly & Co,Drugs & Biotechnology,United States,24286,4347.7,33660,46648
209,L'Oréal Group,Consumer Durables,France,26351,3158.6,31417,70842
210,Deutsche Post,Air Courier,Germany,73560,1619.4,49777,22532
210,Christian Dior,Consumer Durables,France,31902,1656.7,66364,28280
212,Amgen,Drugs & Biotechnology,United States,15582,3683,48871,53327
213,Shinhan Financial,Diversified Financials,South Korea,16585,2800.9,248626,18911
214,Aflac,Insurance,United States,22171,1965,117102,21893
215,Japan Tobacco,"Food, Drink & Tobacco",Japan,29091,1743.9,42104,51983
216,Itochu,Trading Companies,Japan,43906,1936.5,67112,17865
217,Bristol-Myers Squibb,Drugs & Biotechnology,United States,21244,3709,32970,56011
217,Southern Co,Utilities,United States,17657,2268,59267,38424
219,Lowe's Cos,Retailing,United States,50209,1838,33559,37739
220,Walgreen,Retailing,United States,72997,2688,27429,29883
221,Exelon,Utilities,United States,18924,2495,55092,33085
222,Danone,"Food, Drink & Tobacco",France,25023,2164.5,39406,44808
223,Teva Pharmaceutical Inds,Drugs & Biotechnology,Israel,17165,2586.1,49913,41017
224,Panasonic,Consumer Durables,Japan,104573,890.4,90407,22696
225,Barrick Gold,Diversified Metals & Mining,Canada,14312,4484,48884,44019
226,Hyundai Heavy Industries,Capital Goods,South Korea,45756,2208.4,42467,22141
227,China Minsheng Banking,Banking,China,12143,2667.4,276080,26639
227,SAP,IT Software & Services,Germany,18435,4456,29578,88080
229,Travelers Cos,Insurance,United States,25446,1426,104602,23270
230,Altria Group,"Food, Drink & Tobacco",United States,16619,3390,36962,61431
230,Seven & I Holdings,Food Markets,Japan,62614,1369.3,45300,24966
232,SAIC Motor,Consumer Durables,China,46345,2082.9,33775,26420
233,Denso,Consumer Durables,Japan,37671,1720.7,40030,30101
234,EMC,Technology Hardware & Equipment,United States,20008,2461.3,34268,59314
235,Freeport-McMoRan Copper,Diversified Metals & Mining,United States,20880,4560,32070,36569
236,Samsung Life Insurance,Insurance,South Korea,23319,1755.5,133568,17053
237,Valero Energy,Oil & Gas Operations,United States,125987,2090,42783,15536
238,Costco Wholesale,Retailing,United States,93396,1516,27511,39335
239,Archer Daniels Midland,"Food, Drink & Tobacco",United States,88155,1499,41516,21040
239,Ericsson,Technology Hardware & Equipment,Sweden,32897,1767.8,38996,32416
241,BT Group,Telecommunications services,United Kingdom,32173,2407.1,36994,26558
242,Tokio Marine Holdings,Insurance,Japan,38028,865.2,197630,22013
243,Industrial Bank ,Banking,China,11588,2810,280329,23389
244,General Dynamics,Aerospace & Defense,United States,32677,2526,34883,25984
245,CCCC-China Communications Construction,Construction,China,46756,1870,56682,15622
246,Wilmar International,"Food, Drink & Tobacco",Singapore,43194,1546.6,39424,25132
247,SABMiller,"Food, Drink & Tobacco",United Kingdom,15145,2469.7,38684,65661
248,AIA Group,Insurance,Hong Kong-China,12320,1602.5,114354,44064
248,SSE,Utilities,United Kingdom,45407,2411.1,34125,19613
250,China Pacific Insurance,Insurance,China,21507,1298.3,70076,28137
251,Natixis,Banking,France,22951,1813.8,609933,12287
252,ACE,Insurance,Switzerland,16834,1585,87505,24366
253,Kia Motors,Consumer Durables,South Korea,39023,3086,26108,25380
254,Diageo,"Food, Drink & Tobacco",United Kingdom,15949,3049.8,30923,60389
255,VTB Bank,Banking,Russia,12593,1903.1,139319,26378
256,KB Financial Group,Diversified Financials,South Korea,16102,2194.2,239551,14893
257,Standard Bank Group,Banking,South Africa,13301,1677.5,184907,23876
258,Woolworths,Food Markets,Australia,58031,2276.5,22037,33335
259,Medtronic,Health Care Equipment & Services,United States,16182,3402,31911,41291
260,DNB,Banking,Norway,11576,2167.7,356145,21009
260,Kansai Electric Power,Utilities,Japan,33320,1481.4,84030,15616
262,Brookfield Asset Mgmt,Real Estate,Canada,15921,1957,91030,19848
263,BCE,Telecommunications services,Canada,19148,2298.1,38719,31005
264,Nippon Steel,Diversified Metals & Mining,Japan,49441,1121.2,59768,18188
265,China State Construction,Construction,China,56200,1401.5,60064,14994
266,East Japan Railway,Transportation,Japan,30524,917,81739,25393
267,McKesson,Drugs & Biotechnology,United States,119888,1304,33157,21549
268,Hess,Oil & Gas Operations,United States,37871,1703,39136,21265
269,Takeda Pharmaceutical,Drugs & Biotechnology,Japan,17075,2981.9,33299,35047
270,FedEx,Air Courier,United States,41323,1750,28452,29668
271,Canadian Natural Resources,Oil & Gas Operations,Canada,13545,2595.6,46431,38755
272,BlackRock,Diversified Financials,United States,9081,2337,179896,36850
273,Gas Natural Group,Oil & Gas Operations,Spain,27301,1716.3,59101,16451
274,Time Warner Cable,Media,United States,19675,1665,48276,24910
275,NextEra Energy,Utilities,United States,15340,1923,57188,25039
276,Duke Energy,Utilities,United States,14529,1706,62526,28146
277,Legal & General Group,Insurance,United Kingdom,28465,1128.2,507722,12557
277,Mitsubishi Electric,Capital Goods,Japan,43853,1498,37346,19063
279,Husky Energy,Oil & Gas Operations,Canada,22945,2184.1,31845,25104
280,Johnson Controls,Consumer Durables,United States,41713,1659,29683,22223
280,SEB,Banking,Sweden,13537,1610.2,344455,16480
282,Svenska Handelsbanken,Banking,Sweden,10920,1786.5,357969,20893
283,Sasol,Oil & Gas Operations,South Africa,21034,2923,26091,32219
284,Taiwan Semiconductor,Semiconductors,Taiwan,14102,4431.3,25325,71131
285,Indian Oil,Oil & Gas Operations,India,63724,1758,43357,13205
286,Halliburton,Oil & Gas Operations,United States,24829,2839,23677,31880
286,Marubeni,Trading Companies,Japan,44317,1642.6,55656,13042
288,Aetna,Health Care Equipment & Services,United States,33780,1985.7,38593,16294
288,SK Innovation ,Oil & Gas Operations,South Korea,61774,2863.2,30226,13797
290,Air Liquide,Chemicals,France,18727,1988.3,29824,37506
291,Linde,Chemicals,Germany,19197,1634.7,37474,30123
291,Power Corp of Canada,Insurance,Canada,32322,1096,250917,12637
293,Emerson Electric,Capital Goods,United States,23996,2371,23444,38462
294,TeliaSonera,Telecommunications services,Sweden,15128,2658.9,35857,29889
295,SingTel,Telecommunications services,Singapore,14330,3033.5,30558,39528
296,LyondellBasell Industries,Chemicals,Netherlands,47299,1978.7,22869,24612
297,Continental,Consumer Durables,Germany,39514,1609.1,33067,18985
298,Commerzbank,Banking,Germany,30165,826.4,853675,14056
298,State Street,Diversified Financials,United States,10207,1920,216827,22324
300,CaixaBank,Banking,Spain,15143,1193.7,348115,16608
301,Icici Bank,Banking,India,13923,1367.9,119021,21060
302,Central Japan Railway,Transportation,Japan,18082,1609.7,61074,17625
303,Danaher,Conglomerates,United States,16091,2172.3,29949,37911
303,Devon Energy,Oil & Gas Operations,United States,11454,4704,41117,29794
305,Marathon Petroleum ,Oil & Gas Operations,United States,73469,2389,25745,15361
306,CNP Assurances,Insurance,France,55227,1052.6,405683,9646
307,Visa,Diversified Financials,United States,9497,3795,35768,94896
308,Bridgestone,Consumer Durables,Japan,39286,1337.6,33568,19977
309,Sun Hung Kai Properties,Real Estate,Hong Kong-China,8037,6180,53102,38935
310,Allstate,Insurance,United States,32654,788,125563,16284
311,Swedbank,Banking,Sweden,10253,1702.5,270768,19507
312,BAE Systems,Aerospace & Defense,United Kingdom,29742,1925.5,33712,16240
313,Carnival,"Hotels, Restaurants & Leisure",Panama,15956,1621,38637,26213
314,Fiat Group,Consumer Durables,Italy,77149,1728,101698,7787
315,Dominion Resources,Utilities,United States,14379,1408,45614,28689
316,DBS Group,Banking,Singapore,7203,2340,262752,27492
316,Komatsu,Capital Goods,Japan,22173,1813.6,25748,27839
316,Marathon Oil,Oil & Gas Operations,United States,14603,2946,31371,24363
319,Directv,Media,United States,27226,2609,18423,32102
320,Eletrobrás,Utilities,Brazil,17961,1354.2,86800,14377
321,China Everbright Bank,Banking,China,9048,1940.5,224994,18994
322,Ebay,Retailing,United States,11652,3229.4,27320,48504
323,American Electric,Utilities,United States,15116,1573,52223,18723
324,Woori Finance Holdings,Diversified Financials,South Korea,17557,1931,269918,9593
325,FirstRand,Banking,South Africa,9083,3007.4,102872,17903
326,China Unicom,Telecommunications services,Hong Kong-China,25330,569.4,66237,41711
327,Henkel,Consumer Durables,Germany,21729,1744.7,24078,28048
328,Old Mutual,Diversified Financials,United Kingdom,15193,1035.7,250299,14382
329,Baoshan Iron & Steel,Diversified Metals & Mining,China,30701,1955.5,32617,13987
330,Chubu Electric Power,Utilities,Japan,28041,1017.7,61497,14120
331,Reckitt Benckiser Group,Consumer Durables,United Kingdom,14728,2709.6,21720,41154
332,Hyundai Mobis,Consumer Durables,South Korea,23757,2731.3,19481,24523
333,BB&T,Banking,United States,9998,1289,174579,21656
334,Accenture,IT Software & Services,Ireland,28464,2385.1,15291,44222
335,Chubb,Insurance,United States,13585,1678,50865,18542
336,National Oilwell Varco,Oil & Gas Operations,United States,14658,1994,25515,35448
337,NTPC,Utilities,India,12905,2098.7,32287,28375
338,MTN Group,Telecommunications services,South Africa,15066,2565.4,22470,34006
339,Norilsk Nickel,Diversified Metals & Mining,Russia,12728,3285.9,23865,37899
340,Amazon.com,Retailing,United States,48077,632,25278,84210
341,Enbridge,Oil & Gas Operations,Canada,19054,986,33727,30025
342,Raytheon,Aerospace & Defense,United States,24857,1866,25854,17714
343,Metro AG,Food Markets,Germany,86592,819,44122,13418
344,Cigna,Health Care Equipment & Services,United States,21998,1327,51047,13415
345,OMV Group,Oil & Gas Operations,Austria,44110,1377.5,36627,12197
346,Saudi Telecom,Telecommunications services,Saudi Arabia,14843,2061,29554,21331
347,Carrefour,Food Markets,France,113162,516.6,62119,17305
348,Tata Motors,Consumer Durables,India,27141,2082,22571,16983
349,Northrop Grumman,Aerospace & Defense,United States,26412,2118,25411,15661
349,Resona Holdings,Banking,Japan,10301,1925.8,513030,12027
351,Baker Hughes,Oil & Gas Operations,United States,19831,1739,24847,21419
352,NIKE,Consumer Durables,United States,22657,2231,14565,51040
353,Telenor,Telecommunications services,Norway,16441,1324.6,27798,29390
354,Bouygues,Construction,France,42365,1386,45002,10090
355,Teck Resources,Diversified Metals & Mining,Canada,11308,2620.2,33606,21746
356,China Railway Group,Construction,China,69200,1136.4,58637,8693
357,Mapfre,Insurance,Spain,25504,1247.4,65279,10384
358,Tyco International,Business Services & Supplies,Switzerland,17184,1407,26498,24717
359,Garanti Bank,Banking,Turkey,9240,1988.8,86743,16104
360,Texas Instruments,Semiconductors,United States,13736,2237,20497,37807
361,Inditex,Consumer Durables,Spain,18056,2529.1,14346,58536
362,PPR,Retailing,France,15838,1277.6,31664,22702
363,Kimberly-Clark,Consumer Durables,United States,20846,1591,19373,28707
364,Loews,Insurance,United States,14127,1064,75375,15665
365,TransCanada,Oil & Gas Operations,Canada,8975,1553.7,48117,31091
366,Maybank,Banking,Malaysia,7219,1629.7,141914,22013
367,Grupo  ACS,Construction,Spain,37553,1246,59591,9069
368,SK Holdings ,Oil & Gas Operations,South Korea,100486,1511.6,79747,6444
369,WPP,Media,Ireland,15562,1304.5,38953,17169
370,Koç Holding,Conglomerates,Turkey,40181,1127,52002,9663
371,HCA Holdings,Health Care Equipment & Services,United States,32506,2465,26898,11133
372,Discover Financial Services,Diversified Financials,United States,8550,2226.7,68784,16987
372,Illinois Tool Works,Capital Goods,United States,17787,2071.4,17984,28015
372,Rolls-Royce,Aerospace & Defense,United Kingdom,17273,1319.9,24951,24992
375,Michelin Group,Consumer Durables,France,26838,1880.8,25361,13804
376,Viacom,Media,United States,15038,1738,22903,25745
377,Bharti Airtel,Telecommunications services,India,13350,1357.5,31842,24744
378,Pernod Ricard,"Food, Drink & Tobacco",France,11093,1516.7,35144,27762
379,FirstEnergy,Utilities,United States,16258,885,47326,18611
380,Cardinal Health,Drugs & Biotechnology,United States,106705,947.5,24263,14377
381,Express Scripts,Health Care Equipment & Services,United States,46128,1275.8,15607,26343
382,Baxter International,Health Care Equipment & Services,United States,13893,2224,19073,33514
383,Shenzhen Development  Bank,Banking,China,9093,1633.1,199442,13289
384,Centrica,Oil & Gas Operations,United Kingdom,35441,653.7,30047,25811
385,EDP-Energias de Portugal,Utilities,Portugal,19587,1456.9,52926,10416
386,International Paper,Materials,United States,26034,1341,26993,15547
387,CSX,Transportation,United States,11743,1822,29473,23413
387,Fiat Industrial,Capital Goods,Italy,31463,808.3,48649,13298
389,Chesapeake Energy,Oil & Gas Operations,United States,11635,1742,41835,16602
390,Fresenius,Health Care Equipment & Services,Germany,21402,997.4,33228,16632
390,KPN,Telecommunications services,Netherlands,16868,2006.5,26719,15459
392,Aviva,Insurance,United Kingdom,55219,349.4,474041,17459
393,Inpex,Oil & Gas Operations,Japan,11345,1548.2,32012,25189
394,PPL,Utilities,United States,12737,1495,42648,16398
395,CEZ Group,Utilities,Czech Republic,10616,2062.7,30403,23171
396,Monsanto,Chemicals,United States,12425,1724,20423,42196
397,Cenovus Energy,Oil & Gas Operations,Canada,15415,1451.5,21796,28122
397,General Mills,"Food, Drink & Tobacco",United States,15752,1562.7,21467,25032
399,Oversea-Chinese Banking,Banking,Singapore,5833,1782.6,214178,24584
400,PG&E,Utilities,United States,14956,858,49750,17874
401,JFE Holdings,Diversified Metals & Mining,Japan,38443,705,47208,13439
402,Coal India,Diversified Metals & Mining,India,11812,2438,18057,43076
403,United Overseas Bank,Banking,Singapore,5907,1794.1,182746,23203
404,Norfolk Southern,Transportation,United States,11172,1916,28538,22773
405,Macy's,Retailing,United States,26405,1256,22095,16456
406,Canadian National Railway,Transportation,Canada,8866,2413,25560,34995
