Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
32,China Mobile,Telecommunications Services,Hong Kong,111262,15616.7,264210,134923
33,Facebook,IT Software & Services,United States,85966,29145,159316,870476
34,Johnson & Johnson,Drugs & Biotechnology,United States,82572,14714,174894,427131
35,Sony,Consumer Durables,Japan,79871,10091.2,250677,137257
36,Intel,Semiconductors,United States,77867,20899,153091,263685
37,CVS Health,Retailing,United States,268654,7179,238489,99594
38,RBC,Banking,Canada,42870,8794,1308193,135040
39,Nestlé,"Food, Drink & Tobacco",Switzerland,89859,13032,140311,333156
40,HSBC Holdings,Banking,United Kingdom,60626,3975,2984164,120323
41,Daimler,Consumer Durables,Germany,175908,4134.7,349614,99184
42,TD Bank Group,Banking,Canada,38796,9100.3,1358640,120591
43,Nippon Telegraph & Tel,Telecommunications Services,Japan,110283,8331.7,231120,96726
44,Deutsche Telekom,Telecommunications Services,Germany,115136,4738.9,345416,91623
45,General Electric,Conglomerates,United States,79857,5581,255050,117626
46,Procter & Gamble,Consumer Durables,United States,73975,13848,120112,337975
47,General Motors,Consumer Durables,United States,122485,6427,235194,84596
48,Sinopec,Oil & Gas Operations,China,271077,4770,265116,82596
49,China Life Insurance,Insurance,China,113848,7255.4,651916,57257
50,Industrial Bank ,Banking,China,53806,9652.8,1207231,66531
51,Sberbank,Banking,Russia,47260,10447.1,486937,85651
52,Mitsubishi UFJ Financial,Banking,Japan,56018,5159.9,3406542,69680
53,Cigna,Insurance,United States,160550,8458,151543,87738
54,AXA Group,Insurance,France,129497,3405.1,951453,67752
55,AIA Group,Insurance,Hong Kong,42617,5778.2,321561,153663
55,Reliance Industries,Oil & Gas Operations,India,61195,5699.9,166258,164908
57,Bank of Communications,Banking,China,67589,11144.7,1635771,47884
58,Pfizer,Drugs & Biotechnology,United States,47644,9615,154229,215150
59,IBM,IT Software & Services,United States,73621,5589,155971,119375
60,Roche Holding,Drugs & Biotechnology,Switzerland,62137,15229.9,97447,287052
61,BMW Group,Consumer Durables,Germany,112846,4303.4,282007,69844
62,MetLife,Insurance,United States,67842,5407,795146,55779
63,PetroChina,Oil & Gas Operations,China,280663,2863.8,380459,66661
64,LVMH Moët Hennessy Louis Vuitton,Consumer Durables,France,50901,5360.2,132964,380294
65,Novartis,Drugs & Biotechnology,Switzerland,48631,8074.3,132189,198606
66,Taiwan Semiconductor,Semiconductors,Taiwan,48057,18676.1,98253,558145
67,Home Depot,Retailing,United States,132110,12866,70581,352758
68,Shanghai Pudong Development,Banking,China,52256,8450.2,1215667,47428
68,Siemens,Conglomerates,Germany,58017,4932.7,148579,139762
70,PepsiCo,"Food, Drink & Tobacco",United States,71312,7496,91224,199176
71,Oracle,IT Software & Services,United States,39692,12830,118109,227655
72,Sanofi ,Drugs & Biotechnology,France,41086,14037.6,140132,127367
73,Enel,Utilities,Italy,71389,2975.3,199993,105433
74,AbbVie,Drugs & Biotechnology,United States,45804,4551,150565,190443
75,Cisco Systems,Technology Hardware & Equipment,United States,48022,10129,95601,222910
75,Zurich Insurance Group,Insurance,Switzerland,58351,3792.9,413776,61664
77,Bank of Nova Scotia,Banking,Canada,30656,5078.6,911229,75271
78,Commonwealth Bank,Banking,Australia,22381,5748.4,816200,120650
79,BHP Group,Materials,Australia,46061,6930,103233,186136
79,UBS,Banking,Switzerland,32242,6536.8,1125765,57257
81,British American Tobacco,"Food, Drink & Tobacco",United States,33054,8207.1,188215,91649
82,Honda Motor,Consumer Durables,Japan,121803,3882.8,201271,52776
82,Intesa Sanpaolo,Banking,Italy,45811,3735.7,1226748,53316
84,Merck & Co.,Drugs & Biotechnology,United States,47823,7068,91588,196024
85,Sumitomo Mitsui Financial,Banking,Japan,38587,4935.8,2256817,48928
86,Rio Tinto,Materials,Australia,44514,9714.2,97390,135250
87,Japan Post Holdings,Insurance,Japan,106586,4231,2878968,34821
88,US Bancorp,Banking,United States,23145,6052,553375,86939
89,Anthem,Drugs & Biotechnology,United States,121885,4572,88276,91992
90,Charter Communications,Media,United States,48097,3222,146099,124834
90,Unilever,Consumer Durables,United Kingdom,57833,6346.1,82784,151051
92,Dell Technologies,Technology Hardware & Equipment,United States,94329,3250,123415,77350
93,Manulife,Insurance,Canada,57212,4377.1,655034,41905
94,Hon Hai Precision ,Technology Hardware & Equipment,Taiwan,181970,3457.2,130766,60407
95,American Express,Diversified Financials,United States,38185,3114,191367,120505
96,China Vanke,Construction,China,62581,6094.6,285825,42240
97,GlaxoSmithKline,Drugs & Biotechnology,United Kingdom,43727,7372.3,109945,92929
98,Truist Financial,Banking,United States,24334,4899,517537,77763
99,Rosneft,Oil & Gas Operations,Russia,70790,2031.7,207532,77657
100,China State Construction Engineering,Construction,China,215338,6141.9,322991,33001
101,JD.com,Retailing,China,108331,7233.5,64572,119365
102,Coca-Cola,"Food, Drink & Tobacco",United States,33029,7747,87296,231324
103,Iberdrola,Utilities,Spain,37784,4116.4,149907,86359
104,CITIC,Trading Companies,Hong Kong,71293,7301.2,1256257,29540
105,Prudential,Insurance,United Kingdom,54751,2098.6,469502,55742
106,KDDI,Telecommunications Services,Japan,49251,6159.3,98412,72138
107,Bank of Montreal,Banking,Canada,24516,4124.7,761839,59436
108,Costco Wholesale,Retailing,United States,178626,4344,54918,164056
109,Itaú Unibanco Holding,Banking,Brazil,37248,3663.3,389721,48539
110,State Bank of India,Banking,India,50560,3128.6,638128,40801
111,Chubb,Insurance,Switzerland,36052,3533,172207,73264
112,Mitsubishi,Trading Companies,Japan,116708,3102,179691,41600
113,Vale,Materials,Brazil,40427,5178.7,92051,99168
114,Capital One,Business Services & Supplies,United States,31600,2674,421602,62412
115,PNC Financial Services,Banking,United States,17354,8410,474414,75840
116,HDFC Bank,Banking,India,20677,4139.1,233578,105918
117,Credit Agricole,Banking,France,43523,2643.6,2399458,41003
117,Itochu,Trading Companies,Japan,96597,4111.4,107761,47565
119,FedEx,Transportation,United States,78652,3023,82793,76310
120,Vodafone,Telecommunications Services,United Kingdom,49742,2825.8,183944,52581
121,Abbott Laboratories,Health Care Equipment & Services,United States,34608,4452,72548,220290
122,Visa,Business Services & Supplies,United States,21479,10359,80426,483900
123,SAP,IT Software & Services,Germany,31656,6291.3,71543,164227
124,Thermo Fisher Scientific,Health Care Equipment & Services,United States,32218,6375,69052,193726
125,China Pacific Insurance,Insurance,China,61183,3552,266566,36340
126,Lowe's,Retailing,United States,89597,5811,48290,149352
127,BlackRock,Diversified Financials,United States,18086,5325,176982,123855
128,China Citic Bank,Banking,China,50383,7100.6,1148531,26451
129,Mizuho Financial,Banking,Japan,30318,3737.1,2110528,36276
130,Deutsche Post,Transportation,Germany,76157,3396,70485,72116
131,Medtronic,Health Care Equipment & Services,Ireland,27927,2892,97270,169736
132,Caterpillar,Capital Goods,United States,41746,2998,78324,127252
133,Hitachi,Conglomerates,Japan,78694,3187.5,105975,45945
134,Lockheed Martin,Aerospace & Defense,United States,65398,6833,50710,109202
135,Generali Group,Insurance,Italy,89998,1988.1,668014,32297
136,Target,Retailing,United States,93561,4368,51248,103986
137,Deere & Company,Capital Goods,United States,37038,3458,75480,120069
138,Honeywell International,Conglomerates,United States,32640,4779,64586,161209
139,SAIC Motor,Consumer Durables,China,106686,2960.1,140592,36369
140,Country Garden Holdings,Construction,China,67312,5092.5,308237,27172
141,ANZ,Banking,Australia,20339,2422.8,747058,63446
141,Charles Schwab,Diversified Financials,United States,13824,3988,563500,116914
143,Barclays,Banking,United Kingdom,27912,1956.9,1844718,44859
144,Broadcom,Semiconductors,United States,24685,3953,76972,195491
145,Munich Re,Insurance,Germany,73867,1380.5,368749,43452
146,Enbridge,Oil & Gas Operations,Canada,28161,2507.3,125805,75571
146,ING Group,Diversified Financials,Netherlands,20106,2831.7,1146803,49342
148,China Minsheng Bank,Banking,China,49023,4911.8,1062759,24455
149,Linde,Chemicals,United Kingdom,27243,2501,88229,151602
150,Amgen,Drugs & Biotechnology,United States,25246,7264,62948,147238
151,Allstate,Insurance,United States,44791,5572,117932,36702
152,PayPal,Business Services & Supplies,United States,21434,4202,70379,316898
153,Orange,Telecommunications Services,France,48187,5498.1,135781,32966
154,Banco Bradesco,Banking,Brazil,26676,3207.8,306311,40862
154,Hyundai Motor,Consumer Durables,South Korea,88142,1207.3,192713,53970
156,Danaher,Conglomerates,United States,22284,3646.9,76161,173318
157,Westpac Banking Group,Banking,Australia,21921,1549.7,654631,71773
158,L'Oréal,Consumer Durables,France,31910,4062.2,53355,225724
159,Petrobras,Oil & Gas Operations,Brazil,52745,1378,190100,53254
160,NextEra Energy,Utilities,United States,17228,2920,127684,158760
161,AstraZeneca,Drugs & Biotechnology,United Kingdom,27656,3190,66729,133888
162,China Everbright Bank,Banking,China,37127,5480.2,820837,23852
163,Salesforce.com,IT Software & Services,United States,21252,4072,66301,213589
164,Oversea-Chinese Banking,Banking,Singapore,24479,2599.7,394503,40087
165,Aviva,Insurance,Venezuela,58956,3553.4,637708,22331
165,United Parcel Service,Transportation,United States,84432,1427,62408,155998
167,Progressive,Insurance,United States,42638,5698.2,60757,57790
168,NAB - National Australia Bank,Banking,Australia,18403,1733.3,621321,68073
169,Accenture,IT Software & Services,Ireland,45677,5457.3,39985,190861
170,Southern Company,Utilities,United States,20241,3134,122935,68690
171,Canadian Imperial Bank,Banking,Canada,17572,3141.7,612868,44720
172,China Shenhua Energy,Materials,China,33890,5154.2,86074,42403
173,SK Hynix,Semiconductors,South Korea,27037,4030.1,65520,84248
174,Philip Morris International,"Food, Drink & Tobacco",United States,28697,8036,44815,144801
175,VINCI,Construction,France,50079,1414.7,111545,61362
176,Mondelez International,"Food, Drink & Tobacco",United States,26581,3572,67810,82578
177,Lloyds Banking Group,Banking,United Kingdom,43436,1109.2,1190981,42540
178,Mitsui,Trading Companies,Japan,59850,2391.8,114695,34983
179,Union Pacific,Transportation,United States,19533,5349,63466,148482
180,3M,Conglomerates,United States,32184,5384,47344,115061
180,CK Hutchison,Conglomerates,Hong Kong,34347,3757.5,161803,31638
182,ICICI Bank,Banking,India,21294,1989.9,207938,52712
183,Midea Group,Consumer Durables,China,39071,3555.4,51456,85514
184,Exelon,Utilities,United States,33431,1964,129317,45087
185,Credit Suisse Group,Banking,Switzerland,32583,2843.6,911615,25922
186,Eli Lilly,Drugs & Biotechnology,United States,24540,6193.7,46633,181382
187,CNOOC,Oil & Gas Operations,Hong Kong,22519,3627.2,110290,48440
188,Legal & General Group,Insurance,United Kingdom,64414,2053.1,770449,22889
189,Aflac,Insurance,United States,22147,4779,164086,36752
190,China Resources Land,Construction,Hong Kong,27084,4337.2,132885,34508
191,BBVA-Banco Bilbao Vizcaya,Banking,Spain,32934,1487.7,900748,34772
192,HCA Healthcare,Health Care Equipment & Services,United States,51533,3754,47490,66353
193,Duke Energy,Utilities,United States,23868,1377,167282,77437
194,América Móvil,Telecommunications Services,Mexico,47294,2179,75616,48326
195,Takeda Pharmaceutical,Drugs & Biotechnology,Japan,29964,1692.5,119000,53265
196,DBS,Banking,Singapore,13194,3422.5,491909,55443
197,Bank of New York Mellon,Banking,United States,15896,3561,469633,40401
198,Longfor Group Holdings,Construction,China,27039,2917.6,117000,39417
199,Schneider Electric,Capital Goods,France,28681,2423.6,60544,91308
200,Travelers,Insurance,United States,31995,2675,109133,39215
201,McDonald's,"Hotels, Restaurants & Leisure",United States,19208,4730.5,52627,173778
201,Poly Developments & Holdings Group,Construction,China,34315,3445.9,189418,26589
203,Tokio Marine Holdings,Insurance,Japan,49650,1366.1,247607,34716
204,China Telecom,Telecommunications Services,China,57043,3002.6,109345,27707
205,Nike,Consumer Durables,United States,38456,3428,36185,212204
206,Qualcomm,Semiconductors,United States,26690,6728,37479,157007
207,Centene,Drugs & Biotechnology,United States,111115,1808,69843,37780
208,Micron Technology,Semiconductors,United States,23503,3197,54135,101668
209,Cathay Financial,Insurance,Taiwan,37886,2532.9,389437,23165
210,EDF ,Utilities,France,78694,741,374273,44418
211,Fubon Financial,Insurance,Taiwan,35197,3065.8,328415,21666
212,Sun Life Financial,Diversified Financials,Canada,26973,1862.4,250524,30611
213,General Dynamics,Aerospace & Defense,United States,37925,3167,51308,52307
214,Møller-Maersk,Transportation,Denmark,39649,2789.7,56117,47836
215,Volvo Group,Consumer Durables,Sweden,36769,2098.6,62200,52150
216,Altria Group,"Food, Drink & Tobacco",United States,20841,4459,47414,96888
217,Humana,Drugs & Biotechnology,United States,77085,3367,35077,56156
218,Anglo American,Materials,United Kingdom,30801,2068.7,62534,54570
219,Netflix,Media,United States,24996,2761.4,39280,242060
220,HDFC,Business Services & Supplies,India,16181,2361.8,104967,62444
221,Qatar National Bank,Banking,Qatar,13115,2950.9,286316,45374
222,Xiaomi  ,Technology Hardware & Equipment,China,35734,2976.2,38790,84502
223,Air Liquide,Chemicals,France,23353,2776,51361,79873
224,Nordea Bank,Banking,Finland,12658,2534.2,676136,42046
225,Northrop Grumman,Aerospace & Defense,United States,36799,3189,44469,55762
226,ABB,Conglomerates,Switzerland,26043,5078.9,41088,67823
227,China Evergrande Group,Construction,China,74001,1157,351870,23930
228,Seven & I Holdings,Food Markets,Japan,54423,1691.8,65204,36896
229,KB Financial Group,Banking,South Korea,30784,2909,564394,18394
230,Sunac China Holdings,Construction,China,34127,5200.9,169486,18640
231,Kroger,Food Markets,United States,132498,2585,51649,28254
232,EMD Group,Drugs & Biotechnology,Germany,19988,2265.1,51639,77553
233,E.ON,Utilities,Germany,69475,1030.5,123302,30738
234,PTT ,Oil & Gas Operations,Thailand,51627,1201.8,84919,36364
234,Telefónica,Telecommunications Services,Spain,49106,1518.4,128535,24398
236,National Grid,Utilities,United Kingdom,18840,1865.4,85034,44258
237,HP,Technology Hardware & Equipment,United States,57663,3234,34737,42561
238,Danone,"Food, Drink & Tobacco",France,26885,2212.7,52339,46371
239,Panasonic,Consumer Durables,Japan,61893,1664.3,64630,30149
240,Power Corp of Canada,Diversified Financials,Canada,43856,1525.4,476439,18675
241,Mastercard,Business Services & Supplies,United States,15301,6411,33584,383607
242,Baidu,IT Software & Services,China,15549,3266.4,50874,75363
243,PICC,Insurance,China,82443,2889.6,191972,14457
244,Fortum,Utilities,Finland,55876,2082.7,70733,24007
245,Fresenius,Health Care Equipment & Services,Germany,41355,1945.9,81545,25422
246,Dow,Chemicals,United States,38542,1216,61470,48201
247,Archer Daniels Midland,"Food, Drink & Tobacco",United States,64395,1772,49719,33203
248,Shinhan Financial Group,Diversified Financials,South Korea,22942,2821.7,557152,17630
249,ASML Holding,Semiconductors,Netherlands,15935,4051,33363,267644
250,American Electric,Utilities,United States,14908,2200.1,84017,43979
251,Becton Dickinson,Health Care Equipment & Services,United States,18207,1600,54748,75819
252,Gree Electric Appliances,Consumer Durables,China,24314,2323,40264,55267
253,LafargeHolcim,Construction,Switzerland,24656,1788.8,60212,38901
254,China Railway Group,Construction,China,141613,3436.8,183488,12523
255,Automatic Data Processing,Business Services & Supplies,United States,14591,2482,49326,82567
256,NVIDIA,Semiconductors,United States,16675,4332,28791,396147
257,KBC Group,Banking,Belgium,13639,1584.6,392445,31297
258,Royal Ahold Delhaize N.V.,Food Markets,Netherlands,85198,1592.5,49789,28612
259,Sun Hung Kai Properties,Construction,Hong Kong,11719,2795.3,100529,44493
260,Novo Nordisk,Drugs & Biotechnology,Denmark,19413,6443.8,23822,167333
261,Investor AB,Diversified Financials,Sweden,9574,5735.1,69533,66301
262,Tesla,Consumer Durables,United States,31536,690,52148,710081
263,Huaxia Bank,Banking,China,22937,2965.6,489185,14814
264,Kweichow Moutai,"Food, Drink & Tobacco",China,12185,6765.5,32630,395754
265,Citic Securities,Diversified Financials,China,12377,2151.6,161008,32076
266,KIA,Consumer Durables,South Korea,50147,1260.8,55685,31210
267,Japan Tobacco,"Food, Drink & Tobacco",Japan,19599,2905.9,52122,34061
268,Dollar General,Retailing,United States,33747,2655.1,28468,51858
269,Posco,Materials,South Korea,48982,1352.2,72804,23390
269,State Street,Diversified Financials,United States,11384,2305,316885,28031
271,Tesco,Food Markets,United Kingdom,74835,1136.3,64002,24595
272,Banco do Brasil,Banking,Brazil,23972,2297.6,314014,15110
272,Baoshan Iron & Steel,Materials,China,39139,1628,52318,28017
274,Orix,Business Services & Supplies,Japan,21236,1876.9,129057,19982
275,Fiserv,Business Services & Supplies,United States,14852,958,74619,83386
276,China Unicom,Telecommunications Services,Hong Kong,44034,1803.3,90481,17564
276,Wilmar International,"Food, Drink & Tobacco",Singapore,50463,1530,51020,25903
278,Sempra Energy,Oil & Gas Operations,United States,11351,3943,66623,41800
279,LG Electronics,Consumer Durables,South Korea,53617,1668.2,44375,27179
280,NN Group,Insurance,Netherlands,21148,2103.3,321396,15791
281,Mitsubishi Electric,Capital Goods,Japan,38897,1591.3,43084,33111
282,Kering,Consumer Durables,France,14934,2451.4,34266,95029
283,Diageo,"Food, Drink & Tobacco",United Kingdom,14652,1441.4,44841,104352
284,Reckitt Benckiser Group,Consumer Durables,United Kingdom,17944,1522.2,42775,65651
285,Bank of Beijing,Banking,China,17924,2843.8,421203,15364
285,Poste Italiane,Insurance,Italy,27631,1318.9,333242,16791
285,ViacomCBS,Media,United States,25934,2422,52663,25419
288,Nomura,Diversified Financials,Japan,16475,2566.8,431907,16363
289,BT Group,Telecommunications Services,United Kingdom,28102,1939.3,69174,21139
290,Henkel,Consumer Durables,Germany,21945,1605.1,37729,51463
291,Dai-ichi Life Insurance,Insurance,Japan,57919,657.6,615564,20732
292,Korea Electric Power,Utilities,South Korea,49640,1687.7,187004,13773
293,Ericsson,Technology Hardware & Equipment,Sweden,25247,1899.3,33063,46891
294,United Overseas Bank,Banking,Singapore,9478,2047.3,326723,32784
295,TC Energy,Oil & Gas Operations,Canada,9568,3441.4,78728,46633
296,Bank Of Shanghai,Banking,China,14039,2710.1,358848,18077
297,Adobe,IT Software & Services,United States,13697,5566,24985,250988
298,Fannie Mae,Business Services & Supplies,United States,109639,11805,3986057,2768
299,CNP Assurances,Insurance,France,37534,1491.3,515674,13632
300,Inditex,Retailing,Spain,23427,1270,32095,106050
301,Applied Materials,Semiconductors,United States,18200,3857,23305,122719
301,BCE,Telecommunications Services,Canada,17090,1806.5,47618,42058
303,Couche Tard,Food Markets,Canada,43059,2718.4,27518,35944
304,Saudi Telecom,Telecommunications Services,Saudi Arabia,15710,2954.2,32512,64313
305,Bank of Ningbo,Banking,China,9316,2036.9,226386,34779
306,CaixaBank,Banking,Spain,11584,1574.3,552457,24688
307,Macquarie Group,Diversified Financials,Australia,9769,1479.9,165379,41834
308,IntercontinentalExchange,Diversified Financials,United States,7642,2089,126200,67936
309,Surgutneftegas,Oil & Gas Operations,Russia,18755,8377.4,79427,16691
310,Deutsche Bank,Banking,Germany,35446,566.6,1621521,25836
311,AT&T,Telecommunications Services,United States,171760,-5176,525761,213797
312,Tyson Foods,"Food, Drink & Tobacco",United States,42830,1971,35458,28232
313,Marsh & McLennan,Insurance,United States,17198,2016,33049,64928
314,Ameriprise Financial,Diversified Financials,United States,12066,1534,165883,29006
315,First Abu Dhabi Bank,Banking,United Arab Emirates,7384,2757.6,250210,43250
316,Hartford Financial Services,Insurance,United States,20523,1737,69198,23670
317,ExxonMobil,Oil & Gas Operations,United States,178170,-22440,332750,239869
318,Freddie Mac,Business Services & Supplies,United States,68693,7326,2627415,1534
319,Vivendi,Telecommunications Services,France,18342,1641.6,46644,37324
320,Saudi National Bank,Banking,Saudi Arabia,6581,3048.8,159784,65280
321,CRH,Construction,United States,27536,1116.5,44944,38177
322,Tata Consultancy Services,IT Software & Services,India,22116,4368.6,17884,158878
323,Philips,Health Care Equipment & Services,Netherlands,22269,1365,34168,54800
324,Royal Dutch Shell,Oil & Gas Operations,Netherlands,170189,-22166.3,379268,151972
325,Stryker,Health Care Equipment & Services,United States,14351,1599,34330,96764
326,Etisalat,Telecommunications Services,United Arab Emirates,14077,2457.4,36214,51852
327,Mitsui Fudosan,Construction,Japan,19465,1691.2,73577,22202
328,Daiwa House Industry,Construction,Japan,39534,1809.3,48317,20630
329,Shin-Etsu Chemical,Chemicals,Japan,13674,2627.3,31513,72520
330,Daikin Industries,Capital Goods,Japan,22859,1418.5,29524,60954
331,CSX,Transportation,United States,10583,2765,40271,74917
332,Lennar,Construction,United States,23288,3031.7,30552,33181
332,LyondellBasell Industries,Chemicals,United Kingdom,27749,1424,35403,35955
334,Swiss Life Holding,Insurance,Switzerland,23883,1114.4,268999,16376
335,Chevron,Oil & Gas Operations,United States,94402,-5543,239790,198513
336,General Mills,"Food, Drink & Tobacco",United States,18626,2548.7,32649,37391
337,Newmont Mining,Materials,United States,11417,2829,41369,52400
338,Barrick Gold,Materials,Canada,12521,2324,46506,39533
338,China Railway Construction,Construction,China,131860,3257.8,190035,8931
340,Haier Smart Home,Consumer Durables,China,30330,1291.7,31111,41845
341,Anhui Conch Cement,Construction,China,22673,4897.9,25911,32976
341,Discover Financial Services,Business Services & Supplies,United States,12954,1129,113267,31330
341,Texas Instruments,Semiconductors,United States,14461,5568,19351,177153
344,DNB,Banking,Norway,7486,1987.7,340920,34502
344,Total,Oil & Gas Operations,France,119715,-7579,266132,118449
346,Nintendo,Consumer Durables,Japan,15832,4110.9,22549,71212
347,Fortescue Metals Group,Materials,Australia,15534,6282.9,24473,49568
348,China Yangtze Power,Utilities,China,8261,3798,50002,71368
349,Cardinal Health,Drugs & Biotechnology,United States,156452,1382,44719,18005
350,Canadian National Railway,Transportation,Canada,10303,2655.6,35622,84494
351,BP,Oil & Gas Operations,United Kingdom,180022,-20913,267654,84505
352,Walt Disney,Media,United States,60409,-4954,201888,339926
353,Hyundai Mobis,Capital Goods,South Korea,31042,1296,44645,25289
354,Eaton,Capital Goods,Ireland,17858,1410,31824,56229
354,Principal Financial Group,Diversified Financials,United States,14742,1395.8,296628,17225
356,New China Life Insurance,Insurance,China,29851,2065.6,153056,11864
357,Johnson Controls International,Business Services & Supplies,Ireland,22082,923,41424,45010
357,Woolworths,Food Markets,Australia,46201,972.8,30468,41181
359,RWE Group,Utilities,Germany,15604,1134.3,80989,27721
360,Bank Of Jiangsu,Banking,China,14892,2097,332665,14016
361,Santander,Banking,Spain,73588,-9998.7,1845419,59604
362,Bank Rakyat Indonesia (BRI),Banking,Indonesia,9973,1282.8,107602,36530
363,Fujitsu,Technology Hardware & Equipment,Japan,34017,1634.7,29353,30257
364,Maybank,Banking,Malaysia,10512,1542.3,213017,22900
365,Toyota Industries,Consumer Durables,Japan,19392,1183.9,58158,27221
366,Larsen & Toubro,Construction,India,17827,2053.3,42025,25687
367,Gazprom,Oil & Gas Operations,Russia,90453,-921.2,294924,73474
368,Norfolk Southern,Transportation,United States,9789,2010,38414,73510
369,Synchrony Financial,Business Services & Supplies,United States,12827,1385,95948,24070
370,Keurig Dr Pepper,"Food, Drink & Tobacco",United States,11618,1325,49779,50676
371,L3Harris Technologies,Aerospace & Defense,United States,18194,1119,36960,43317
372,Greenland Holdings Group,Construction,China,68662,1313.6,206295,10409
373,BAE Systems,Aerospace & Defense,United States,24720,1665.8,38198,23204
374,Waste Management,Business Services & Supplies,United States,15218,1496,29668,56997
375,Brookfield Asset Management,Diversified Financials,Canada,63400,-175.9,343696,69674
375,Xcel Energy,Utilities,United States,11526,1473,56274,37864
377,Anheuser-Busch InBev,"Food, Drink & Tobacco",Belgium,46752,-742,229952,134128
378,Raytheon Technologies,Aerospace & Defense,United States,63519,-3519,162153,118584
379,Emerson Electric,Capital Goods,United States,16797,2084,23678,55323
380,Al Rajhi Bank,Banking,Saudi Arabia,5646,2823.7,124967,62782
381,Boeing,Aerospace & Defense,United States,58161,-11873,152136,144848
382,Sherwin-Williams,Chemicals,United States,18362,2030.4,20402,71435
383,VMware,IT Software & Services,United States,11767,2058,29016,68757
384,Ally Financial,Banking,United States,10475,2201,181879,17809
385,China Merchants Shekou Industrial Zone Holdings,Construction,China,17468,1775.2,112719,14451
385,Imperial Brands,"Food, Drink & Tobacco",United Kingdom,21177,1904.9,41770,20692
387,American Tower,Diversified Financials,United States,8042,1690.6,47234,110578
388,Norilsk Nickel,Materials,Russia,15724,3509.3,20706,53229
389,China National Building,Construction,China,37023,1823.6,69785,12918
390,Samsung Life Insurance,Insurance,South Korea,24299,1072.8,309720,12997
391,Emirates NBD,Banking,United Arab Emirates,9745,1717.5,190051,20550
392,Ford Motor,Consumer Durables,United States,127144,-1279,267261,48812
393,Starbucks,"Hotels, Restaurants & Leisure",United States,23168,664.8,29968,139322
394,China Communications Construction,Construction,China,90841,2275.2,199420,7823
395,CTBC Financial,Banking,Taiwan,13386,1455.4,235485,15308
396,AIRBUS,Aerospace & Defense,Netherlands,56898,-1291.6,134707,97573
396,Telecom Italia,Telecommunications Services,Italy,18017,8235.2,89605,11312
398,Zijin Mining Group,Materials,China,26591,1185.6,29043,34882
399,National Bank of Canada,Banking,Canada,8081,1649.3,269002,23692
400,SEB AB,Banking,Sweden,6955,1710.5,370218,27749
400,Sompo,Insurance,Japan,34382,931.9,123332,13691
402,Aon,Insurance,Ireland,11069,1969,32114,54037
403,Weichai Power,Capital Goods,China,28499,1332.4,41400,20054
404,Carrier Global,Capital Goods,United States,17456,1982,25093,38144
405,Saint-Gobain,Construction,France,43465,519.8,59496,33793
406,Murata Manufacturing,Technology Hardware & Equipment,Japan,14832,1990.8,23259,52877
407,Hengli Petrochemical,Capital Goods,China,17821,1870,28391,31500
408,Recruit Holdings ,Business Services & Supplies,Japan,21036,1226.3,20406,77264
409,Cosco Shipping,Transportation,China,24876,1458.6,41580,19060
410,Bristol Myers Squibb,Drugs & Biotechnology,United States,42518,-9015,118481,146233
