Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
156,PTT PCL,Oil & Gas Operations,Thailand,58813,3934.7,68497,50893
157,VINCI,Construction,France,46105,3098.4,83819,56769
158,CNOOC,Oil & Gas Operations,Hong Kong,27583,3629.7,94782,78832
159,Capital One Financial,Media,United States,30636,2491,362857,45058
159,Time Warner,Diversified Financials,United States,31532,5453,68997,73389
161,Société Générale,Banking,France,27831,2639,1531174,38341
162,Bank of New York Mellon,Banking,United States,17279,4302,373597,57791
163,UBS,Banking,Switzerland,40340,1452.7,960083,61802
164,Visa,Diversified Financials,United States,19355,9002,69042,295124
165,Brookfield Asset Management,Real Estate,Canada,47594,2339,195936,38914
166,Caterpillar,Capital Goods,United States,48499,2227,78014,92592
167,Aetna,Health Care Equipment & Services,United States,60612,3494,59197,57135
168,Royal Bank of Scotland,Banking,United Kingdom,21481,2493.9,1035980,47935
169,China Communications Construction,Construction,China,71159,3045,135580,28797
170,McKesson,Drugs & Biotechnology,United States,205442,4798,64213,30788
171,Aviva,Insurance,United Kingdom,63718,1927.9,580591,29521
172,Express Scripts,Health Care Equipment & Services,United States,100234,4594.3,53406,40893
173,Valero Energy,Oil & Gas Operations,United States,98647,4229,49376,49397
174,China Telecom,Telecommunications services,China,54198,2736.7,101535,38560
175,Union Pacific,Transportation,United States,21583,10950,57789,109652
176,Duke Energy,Utilities,United States,23971,2963,138541,56242
177,Jardine Matheson,Conglomerates,Hong Kong,39456,3785,82814,44229
178,Enbridge,Oil & Gas Operations,Canada,33584,2202.6,129369,57192
179,Exelon,Utilities,United States,34475,3360,117018,39233
180,ENGIE,Utilities,France,73348,1605.1,180519,41764
181,SAP,IT Software & Services,Germany,27389,4912.8,51030,138862
182,NextEra Energy,Utilities,United States,16372,8223,94284,75779
183,Mitsui,Trading Companies,Japan,44140,3775.8,106316,30342
184,Manulife,Insurance,Canada,40086,1656.4,549670,38499
185,Allstate,Insurance,United States,38003,3469,113289,33877
185,BlackRock,Diversified Financials,United States,13375,5197,216017,86561
187,Legal & General Group,Insurance,United Kingdom,52145,2435.3,676610,22572
188,China Railway Group,Construction,China,105996,2503,132598,25334
189,Costco Wholesale,Retailing,United States,135964,2960,38703,85903
190,Tokio Marine Holdings,Insurance,Japan,47641,1828.7,206911,35929
191,Merck & Co.,Drugs & Biotechnology,United States,40764,1580,86041,160584
192,Orange,Telecommunications services,France,46354,1816,115707,48252
193,Philip Morris International,"Food, Drink & Tobacco",United States,29570,5985,43070,126223
194,Dai-ichi Life Insurance,Insurance,Japan,57629,2202.7,481971,22835
195,Aflac,Insurance,United States,21812,4729,147356,35016
195,Canadian Imperial Bank,Banking,Canada,16649,3577,478402,40002
197,Gilead Sciences,Drugs & Biotechnology,United States,24783,3464,65381,86025
198,Twenty-First Century Fox,Media,United States,29207,4020,53978,70286
199,Nordea Bank,Banking,Sweden,15196,3508,713544,43020
200,Broadcom,Semiconductors,United States,18824,7787,54544,99969
200,SK Hynix,Semiconductors,South Korea,29288,10678.8,46088,56845
202,HDFC Bank,Banking,India,15721,2871.3,169144,77596
202,Suncor Energy,Oil & Gas Operations,Canada,25743,3034.7,70799,65072
204,Continental,Consumer Durables,Germany,51445,3473.8,47774,53200
205,Deutsche Post,Air Courier,Germany,68177,3060.1,46697,50750
206,Itochu,Trading Companies,Japan,49715,3612.1,81466,28757
207,L'Oréal Group,Consumer Durables,France,29353,4294.9,42435,134220
208,Lockheed Martin,Aerospace & Defense,United States,51626,2396,46634,92523
209,Coca-Cola,"Food, Drink & Tobacco",United States,33682,1434,93282,179317
210,Honeywell International,Conglomerates,United States,41434,1767,60948,110068
211,Lowe's,Retailing,United States,68619,3436,35291,72213
211,Mondel?z International,"Food, Drink & Tobacco",United States,26247,3190,64503,57867
213,AstraZeneca,Drugs & Biotechnology,United Kingdom,22440,2976.1,63354,90618
214,3M,Conglomerates,United States,32250,4137,38575,121802
215,Amgen,Drugs & Biotechnology,United States,22965,2219,71164,115811
216,Marathon Petroleum,Oil & Gas Operations,United States,71577,3436,50364,35717
217,Altria Group,"Food, Drink & Tobacco",United States,19575,10701,43899,104455
218,China Railway Construction,Construction,China,103203,2506,131134,20318
219,KB Financial Group,Banking,South Korea,29004,3068.8,409235,21718
220,Cigna,Health Care Equipment & Services,United States,42636,2554,63141,42263
221,Micron Technology,Semiconductors,United States,25858,10002,41263,60099
222,Denso,Consumer Durables,Japan,46090,2892.3,54202,40571
223,JXTG Holdings,Oil & Gas Operations,Japan,92943,3265.5,79526,22027
224,Danske Bank,Banking,Denmark,18349,3006.6,583832,29058
224,Delta Air Lines,Airline,United States,42057,3521,54078,37108
226,GlaxoSmithKline,Drugs & Biotechnology,United Kingdom,39786,1371.5,78780,98558
227,People's Insurance,Insurance,China,69954,2378.3,147374,20213
228,DBS Group,Banking,Singapore,11810,3418.2,404108,56580
228,Posco,Diversified Metals & Mining,South Korea,55300,2617.9,75638,26782
230,E.ON,Utilities,Germany,43022,4881.3,67926,24173
231,Panasonic,Consumer Durables,Japan,72020,2129.7,59155,34929
232,Fresenius,Health Care Equipment & Services,Germany,39318,2100,65801,44086
233,Repsol,Oil & Gas Operations,Spain,49739,2274.1,71567,30198
234,Travelers,Insurance,United States,29258,2092,103676,35472
235,East Japan Railway,Transportation,Japan,26618,2607.2,76612,37892
236,Baoshan Iron & Steel,Diversified Metals & Mining,China,40743,3078.8,56219,31673
237,Qatar National Bank,Banking,Qatar,13818,3665.4,228908,36355
238,Volvo Group,Capital Goods,Sweden,41538,2625.6,53051,37090
239,Danone,"Food, Drink & Tobacco",France,27834,2766.8,53157,48893
240,Thermo Fisher Scientific,Health Care Equipment & Services,United States,22006,2252.5,56580,87123
241,McDonald's,"Hotels, Restaurants & Leisure",United States,22283,5352.9,33723,129860
242,Target,Retailing,United States,71879,2934,38999,37649
243,Petrobras,Oil & Gas Operations,Brazil,90047,642,247970,92612
244,KBC Group,Banking,Belgium,13791,2845.8,351044,36003
245,Midea Group,Consumer Durables,China,37837,2744,40143,55671
246,Shire,Drugs & Biotechnology,Ireland,15348,4434,67869,50304
247,HP,Technology Hardware & Equipment,United States,54173,3853,35245,37276
248,EXOR,Diversified Financials,Netherlands,161780,1570.1,196661,18291
249,National Grid,Utilities,United Kingdom,18388,3351.7,77286,38489
250,Central Japan Railway,Transportation,Japan,16440,3568.5,83768,38700
251,General Dynamics,Aerospace & Defense,United States,31067,2948,37219,60571
252,Canon,Business Services & Supplies,Japan,36704,2201,46812,46356
253,Sumitomo,Trading Companies,Japan,43555,2783.7,73067,21991
254,Orix,Diversified Financials,Japan,25830,2825.3,107438,23102
255,BB&T,Banking,United States,12281,2761,220729,42933
256,Schneider Electric,Capital Goods,France,27908,2425.1,47851,48385
257,Air Liquide,Chemicals,France,22953,2519,49266,55116
257,Japan Tobacco,"Food, Drink & Tobacco",Japan,19386,3527,46451,55045
259,Peugeot,Consumer Durables,France,73553,2175.8,69793,21430
260,Cathay Financial,Insurance,Taiwan,23562,1850.8,296908,23050
261,Anglo American,Diversified Metals & Mining,United Kingdom,26200,3158.7,54561,32007
262,Bank of Beijing,Banking,China,15887,2877.9,380335,22964
263,Seven & I Holdings,Food Markets,Japan,54197,1626,51497,38867
264,ABB,Conglomerates,Switzerland,35037,2057.2,43570,51263
265,Sun Life Financial,Insurance,Canada,21759,1839.5,205995,25872
266,Oil & Natural Gas,Oil & Gas Operations,India,18730,3056.8,65546,35720
267,Danaher,Conglomerates,United States,18819,2552.6,47145,71122
267,Sun Hung Kai Properties,Real Estate,Hong Kong,11289,6949.2,86955,46870
269,Poly Real Estate,Real Estate,China,20460,2358.5,120983,25647
270,Indian Oil,Oil & Gas Operations,India,52916,2960.1,46624,24448
271,Deere & Company,Capital Goods,United States,30537,1418.8,66578,47700
272,Diageo,"Food, Drink & Tobacco",United Kingdom,15659,4128.8,40720,89382
273,Charles Schwab,Diversified Financials,United States,9380,2573,248320,80222
273,Shinhan Financial Group,Diversified Financials,South Korea,17603,2490.1,406602,21152
275,HCA Holdings,Health Care Equipment & Services,United States,44414,2701,37299,35552
276,Tesco,Food Markets,United Kingdom,75377,1298,61813,32657
277,Aegon,Insurance,Netherlands,35249,2550.3,452368,14114
277,CRRC,Capital Goods,China,31313,1640,59187,41010
279,Munich Re,Insurance,Germany,63438,756.1,323475,34778
280,Royal Ahold Delhaize N.V.,Food Markets,Netherlands,72399,2183,42239,28776
281,SK Holdings,Oil & Gas Operations,South Korea,82526,1484,102543,20034
282,BT Group,Telecommunications services,United Kingdom,30788,2176.4,61052,29179
282,Reckitt Benckiser Group,Consumer Durables,United Kingdom,14825,4037.3,50069,54961
284,Oversea-Chinese Banking,Banking,Singapore,10078,3159,351232,41166
284,Safran,Aerospace & Defense,France,19107,4473.4,38722,48602
286,Southern Company,Utilities,United States,23779,1152,111567,45453
287,CNP Assurances,Insurance,France,45817,1394.2,491494,17120
288,Accenture,IT Software & Services,Ireland,39120,3589,23133,101016
289,Huaxia Bank,Banking,China,18673,2998,404355,17206
289,Inditex,Consumer Durables,Spain,28907,3842.3,25203,99483
291,LyondellBasell Industries,Chemicals,United Kingdom,35837,5308,26896,44135
292,State Street,Diversified Financials,United States,11790,2335,250286,37275
293,Henkel,Consumer Durables,Germany,23139,2880.6,36203,54101
294,Gree Electric Appliances,Consumer Durables,China,23906,3616.6,34707,45110
295,Korea Electric Power,Utilities,South Korea,52910,1148.8,169809,21462
296,Johnson Controls International,Business Services & Supplies,Ireland,30729,2098,49952,33621
296,Saint-Gobain,Construction,France,46031,1766.3,51535,29765
298,Mitsubishi Electric,Capital Goods,Japan,39981,2453.1,40099,32360
299,CaixaBank,Banking,Spain,11657,2319.7,472790,30709
300,Baidu,IT Software & Services,China,13413,3517,42829,94126
300,Ecopetrol,Oil & Gas Operations,Colombia,19351,2844,42451,45702
302,Dominion Resources,Utilities,United States,12662,3007,77354,42220
303,Fubon Financial,Diversified Financials,Taiwan,26589,1779,232059,17813
304,Nippon Steel & Sumitomo Metal,Diversified Metals & Mining,Japan,51146,1760,71391,19940
305,Northrop Grumman,Aerospace & Defense,United States,26271,2114,34795,56727
306,Humana,Health Care Equipment & Services,United States,54284,1824,33453,39201
307,Nomura,Diversified Financials,Japan,17795,1979.1,381677,18966
308,Merck,Drugs & Biotechnology,Germany,17288,2932.6,43304,43268
309,Standard Chartered,Banking,United Kingdom,20958,892.6,663501,34411
310,Carnival,"Hotels, Restaurants & Leisure",United States,17951,2645,41441,47412
311,United Overseas Bank,Banking,Singapore,9385,2625,277933,36900
312,China Resources Land,Real Estate,Hong Kong,15481,2953.6,73499,25650
313,Bridgestone,Consumer Durables,Japan,32945,2638.6,35312,30715
313,Raytheon,Aerospace & Defense,United States,25615,2151,30497,61423
315,RWE Group,Utilities,Germany,47863,2143.1,89599,14744
316,Hewlett Packard Enterprise,Technology Hardware & Equipment,United States,31158,1513,61619,27445
317,Progressive,Insurance,United States,27986,1885.9,41331,36358
318,NN Group,Insurance,Netherlands,19870,2321.3,271599,15289
319,Japan Post Holdings,Insurance,Japan,116584,442,2586797,54550
320,ICICI Bank,Banking,India,18455,1196.3,172378,29721
321,Canadian Natural Resources,Oil & Gas Operations,Canada,14401,2130.9,56788,44141
321,HDFC,Diversified Financials,India,10684,2519.4,86275,47860
323,China Huarong Asset Management,Banking,China,18155,3241.3,287202,13687
324,Archer Daniels Midland,"Food, Drink & Tobacco",United States,61370,1649,41100,24593
325,American Airlines Group,Airline,United States,42984,1871,53280,19943
326,Kroger,Food Markets,United States,122662,1890,37806,20985
327,Gas Natural Fenosa,Oil & Gas Operations,Spain,27184,1612.7,57729,26060
328,CRH,Construction,Ireland,28450,2160,37985,30874
329,América Móvil,Telecommunications services,Mexico,54602,624.3,78732,57779
330,Eli Lilly,Drugs & Biotechnology,United States,23343,1124.1,44356,89494
331,Sompo,Insurance,Japan,32232,1728.8,111380,16434
332,DNB,Banking,Norway,9027,2709,340472,31661
333,BCE,Telecommunications services,Canada,17862,2260.3,43939,37772
334,MS&AD Insurance,Insurance,Japan,47248,877.8,202958,20257
335,Surgutneftegas,Oil & Gas Operations,Russia,19823,3337.2,74498,17192
336,SunTrust Banks,Banking,United States,9858,2449,204885,32185
337,PayPal,Diversified Financials,United States,13807,1922,42322,94041
338,Samsung Life Insurance,Insurance,South Korea,25303,1032,264019,21449
339,CSX,Transportation,United States,11415,5804,37439,55226
340,Synchrony Financial,Diversified Financials,United States,14035,2076,95559,25745
341,Greenland Holdings Group,Real Estate,China,44798,1486.2,138051,13946
341,Rolls-Royce Holdings,Aerospace & Defense,United Kingdom,21001,5417.9,40585,21072
343,Daiwa House Industry,Construction,Japan,34250,2132.6,37943,25308
344,Nike,Consumer Durables,United States,35261,1804,22552,110288
345,Eaton,Capital Goods,Ireland,20807,3036,32668,33440
346,American Electric,Utilities,United States,15527,1774.8,65610,33078
347,Natixis,Banking,France,10696,1776,624400,26002
348,Marubeni,Trading Companies,Japan,68034,1870,64665,13951
349,Kering,Consumer Durables,France,17458,2014,30713,74464
350,Celgene,Drugs & Biotechnology,United States,13509,2814,34556,61277
351,Principal Financial Group,Insurance,United States,13987,2358.6,253636,16905
352,Linde,Chemicals,Germany,19600,1758.8,40815,39744
353,Occidental Petroleum,Oil & Gas Operations,United States,13297,1894,42808,65067
354,SingTel,Telecommunications services,Singapore,12686,4081.3,36551,43293
355,Saudi Electricity,Utilities,Saudi Arabia,13496,1842,118860,23542
356,Discover Financial Services,Diversified Financials,United States,11865,2170,101967,26302
357,United Continental Holdings,Airline,United States,38348,2182,44018,18555
358,Bank Of Shanghai,Banking,China,11813,2268.1,292047,19112
359,Cardinal Health,Drugs & Biotechnology,United States,134426,1697,41031,17181
360,TransCanada,Oil & Gas Operations,Canada,10468,2529.8,69041,39085
361,Imperial Tobacco Group,"Food, Drink & Tobacco",United Kingdom,20085,1623.3,42470,35746
362,Tyson Foods,"Food, Drink & Tobacco",United States,39983,2787,28091,24612
363,China Cinda Asset Management,Diversified Financials,China,15710,2683.3,212982,13759
364,Telstra,Telecommunications services,Australia,19907,2915.1,32993,28682
365,Wesfarmers,Food Markets,Australia,52959,1155.9,31651,37669
366,Suzuki Motor,Consumer Durables,Japan,33900,1946,31414,27617
367,Mastercard,Diversified Financials,United States,13343,4326,22944,201894
368,EOG Resources,Oil & Gas Operations,United States,12465,3192.7,30741,67964
369,WPP,Media,United Kingdom,19659,2339.5,45545,22481
370,Starbucks,"Hotels, Restaurants & Leisure",United States,23466,4390.4,17554,79033
371,Femsa,"Food, Drink & Tobacco",Mexico,25240,2103.1,31286,31199
372,Deutsche Lufthansa,Airline,Germany,41518,2775.5,47114,14134
373,Automatic Data Processing,Business Services & Supplies,United States,13072,1777.9,44066,56096
374,Citigroup,Banking,United States,90469,-5838,1922104,185788
375,Macquarie Group,Diversified Financials,Australia,10290,1890.9,147444,27597
376,Standard Bank Group,Banking,South Africa,9586,2016.2,163807,28534
377,Norfolk Southern,Transportation,United States,10693,5519,36162,43059
378,Telecom Italia,Telecommunications services,Italy,22365,1264.4,83642,20241
379,Lincoln National,Insurance,United States,14249,2012,279237,14874
380,Southwest Airlines,Airline,United States,21233,3600,25503,30416
381,Sinohydro Group,Construction,China,41183,1143.5,96368,15167
382,International Paper,Materials,United States,23017,2664,34030,22216
383,Philips,Conglomerates,Netherlands,20669,1811.3,30398,39073
384,First Abu Dhabi Bank,Banking,United Arab Emirates,7277,2863.8,184540,33824
385,Tata Motors,Consumer Durables,India,43028,1713.8,44606,16816
386,CenturyLink,Telecommunications services,United States,19392,1341,74793,21147
387,Freddie Mac,Diversified Financials,United States,73514,6340,2022483,858
388,General Electric,Conglomerates,United States,121455,-7838,358109,126806
389,PG&E,Utilities,United States,16923,1526,68154,22372
390,Heineken,"Food, Drink & Tobacco",Netherlands,24688,1102,51243,28450
391,Magna International,Consumer Durables,Canada,40349,2280,27089,22562
392,Etisalat,Telecommunications services,United Arab Emirates,14243,2304.7,34625,38238
393,Komatsu,Capital Goods,Japan,22567,1772.1,31712,31074
394,Fannie Mae,Diversified Financials,United States,114090,3951,3364402,1494
394,Maybank,Banking,Malaysia,9131,1749.2,189103,29577
396,Saudi Telecom,Telecommunications services,Saudi Arabia,13577,2728.9,30669,42791
396,VTB Bank,Banking,Russia,24101,1977,225969,10970
398,Booking Holdings,Business Services & Supplies,United States,13190,2492.4,25019,99874
399,Mitsui Fudosan,Real Estate,Japan,15800,1406.4,59250,25362
400,Takeda Pharmaceutical,Drugs & Biotechnology,Japan,15925,1695.9,39153,33396
401,Ameriprise Financial,Diversified Financials,United States,12023,1671,144762,19822
402,New China Life Insurance,Insurance,China,22089,937,114442,20391
403,Canadian National Railway,Transportation,Canada,10151,4161.3,30063,58419
404,Tata Consultancy Services,IT Software & Services,India,19096,4006.1,16298,98445
405,Michelin Group,Consumer Durables,France,24769,1905.1,30341,25537
406,Freeport-McMoRan,Diversified Metals & Mining,United States,17604,2256,36637,23572
407,Subaru,Consumer Durables,Japan,30724,1988.2,27121,25285
408,Novo Nordisk,Drugs & Biotechnology,Denmark,17302,6081.5,15436,116890
409,China Merchants Shekou Industrial Zone Holdings,Real Estate,China,10643,2395.6,57315,28562
410,Bristol-Myers Squibb,Drugs & Biotechnology,United States,21040,919,33083,84767
