Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
159,TNK-BP Holding,Oil & Gas Operations,Russia,43313,7584,43291,32993
161,Canadian Imperial Bank,Banking,Canada,17122,3299,393235,32310
162,Vinci,Construction,France,51693,2529,80934,25353
163,BG Group,Oil & Gas Operations,United Kingdom,19329,4613,64449,60647
164,Qualcomm,Semiconductors,United States,20458,6614,44841,111635
165,PNC Financial Services,Banking,United States,16606,3001,305107,35299
166,Deere & Co,Capital Goods,United States,36812,3181.5,55170,35933
167,SAIC Motor,Consumer Durables,China,74966,3289,48149,26706
168,Wesfarmers,Food Markets,Australia,59043,2176.1,42885,51932
169,France Telecom,Telecommunications services,France,57408,1456,113891,29204
170,Express Scripts,Health Care Equipment & Services,United States,93858,1312.9,58111,48922
171,EI du Pont de Nemours,Chemicals,United States,35310,2788,49736,46558
172,Itochu,Trading Companies,Japan,51594,3630.1,78092,20193
173,Itaúsa,Conglomerates,Brazil,27848,2215.2,172368,25444
174,Travelers Cos,Insurance,United States,25740,2473,104938,31098
175,Honeywell International,Conglomerates,United States,37665,2926,41853,57577
175,Renault,Consumer Durables,France,54446,2337.7,98877,20292
177,L'Oréal Group,Consumer Durables,France,28884,3688,38964,94758
177,RWE Group,Utilities,Germany,66980,1722.9,111534,22892
179,National Grid,Oil & Gas Operations,United Kingdom,21720,3262.8,75630,40701
180,McDonald's,"Hotels, Restaurants & Leisure",United States,27567,5464.8,35386,99948
181,Canon,Business Services & Supplies,Japan,40122,2589.2,45747,41942
182,Mondel?z International,"Food, Drink & Tobacco",United States,35015,1567,75478,50513
183,Allstate,Insurance,United States,33315,2306,126947,22908
184,Posco,Diversified Metals & Mining,South Korea,56493,2187,74515,22886
185,Jardine Matheson,Conglomerates,Hong Kong-China,39593,1688,63460,43252
186,Aflac,Insurance,United States,25364,2865,131094,23892
187,Surgutneftegas,Oil & Gas Operations,Russia,23425,7240,51417,33729
188,SABMiller,"Food, Drink & Tobacco",United Kingdom,16713,4261.6,55012,84082
189,Union Pacific,Transportation,United States,20926,3943,47153,66495
190,Deutsche Post,Air Courier,Germany,73187,2186,44985,29446
191,Japan Tobacco,"Food, Drink & Tobacco",Japan,24569,3876.3,42953,61574
192,Amgen,Drugs & Biotechnology,United States,17265,4345,54298,68712
193,3M,Conglomerates,United States,29904,4444,33876,73415
193,Dow Chemical,Chemicals,United States,56786,1182,69605,40720
195,Bank of New York Mellon,Banking,United States,15089,2445,358990,33522
196,Christian Dior,Consumer Durables,France,38638,1830,69868,31959
197,Valero Energy,Oil & Gas Operations,United States,139250,2083,44477,24429
198,Duke Energy,Utilities,United States,19624,1768,113856,49291
199,KDDI,Telecommunications services,Japan,43151,2882.3,47381,29136
200,Telstra,Telecommunications services,Australia,25826,3485,40509,58405
201,WellPoint,Health Care Equipment & Services,United States,61712,2655.5,58955,19756
202,Xstrata,Diversified Metals & Mining,Switzerland,32279,1204.7,83071,52053
203,Walgreen,Retailing,United States,70788,2059,35564,40243
204,Schneider Electric,Capital Goods,France,31591,2427.4,45367,42162
205,Dell,Technology Hardware & Equipment,United States,56940,2372,47540,25003
206,China State Construction,Construction,China,76713,2150.8,79887,16899
207,Aegon,Insurance,Netherlands,55203,2018.8,483166,12700
208,Legal & General Group,Insurance,United Kingdom,56853,1321.5,562908,15496
209,Lockheed Martin,Aerospace & Defense,United States,47182,2745,38657,29916
210,Volvo Group,Capital Goods,Sweden,46716,1698.3,50354,31909
211,Costco Wholesale,Retailing,United States,103128,1958,29089,44242
211,SAP,IT Software & Services,Germany,20859,3634,35460,103926
213,ACE,Insurance,Switzerland,17936,2706,92545,29948
214,JX Holdings,Oil & Gas Operations,Japan,129545,2060.8,80687,14355
215,Sumitomo Corp,Trading Companies,Japan,39393,3028.1,86576,16158
216,Carrefour,Food Markets,France,101305,1627,59449,19826
217,China Unicom,Telecommunications services,Hong Kong-China,39452,1125,82779,32371
218,Eli Lilly & Co,Drugs & Biotechnology,United States,22603,4088.5,34399,62540
219,DNB,Banking,Norway,14358,2453,406772,26463
220,East Japan Railway,Transportation,Japan,30589,1313.5,82854,32513
221,BT Group,Telecommunications services,United Kingdom,30941,3208.3,37263,32467
221,Seven & I Holdings,Food Markets,Japan,58920,1598.3,47556,27398
223,Lowe's Cos,Retailing,United States,50521,1958,32666,43079
224,Marathon Petroleum ,Oil & Gas Operations,United States,76534,3389,27223,29143
224,Old Mutual,Diversified Financials,United Kingdom,32184,1907,230416,15452
226,People's Insurance Company,Insurance,China,41306,1097,110532,24429
227,Taiwan Semiconductor,Semiconductors,Taiwan,17425,5719,32724,89873
228,EMC,Technology Hardware & Equipment,United States,21714,2732.6,38069,53347
229,Southern Co,Utilities,United States,16537,2415,63149,39556
230,Danone,"Food, Drink & Tobacco",France,27532,2206,38027,43290
231,Standard Bank Group,Banking,South Africa,20992,1903,182007,19899
232,Altria Group,"Food, Drink & Tobacco",United States,17500,4178,35329,67692
233,VTB Bank,Banking,Russia,16115,2776,210033,18904
234,Teva Pharmaceutical Inds,Drugs & Biotechnology,Israel,20933,2022.5,50512,35468
235,Continental,Consumer Durables,Germany,43188,2485,35200,25265
236,Hess,Oil & Gas Operations,United States,37691,2025,43441,24764
237,Archer Daniels Midland,"Food, Drink & Tobacco",United States,90559,1375,45136,21747
238,McKesson,Drugs & Biotechnology,United States,123534,1600,33433,25730
239,Gas Natural Fenosa,Oil & Gas Operations,Spain,32855,1901.1,60450,20390
240,BCE,Telecommunications services,Canada,19989,2764.9,41178,35561
240,China Everbright Bank,Banking,China,13493,2871,275102,21019
242,Diageo,"Food, Drink & Tobacco",United Kingdom,16895,3048.7,34539,76396
243,LyondellBasell Industries,Chemicals,Netherlands,46355,2907.9,24160,36825
243,SEB,Banking,Sweden,14370,1790,376830,23535
245,Centrica,Oil & Gas Operations,United Kingdom,38930,2070,35386,27665
246,FedEx,Air Courier,United States,43860,1808,31830,34298
247,Svenska Handelsbanken,Banking,Sweden,11529,2238.1,367001,28186
248,Bridgestone,Consumer Durables,Japan,38107,2151,35087,27447
249,Sumitomo Mitsui Trust ,Banking,Japan,15441,1989.1,415392,18384
250,Time Warner Cable,Media,United States,21386,2155,49809,27255
251,Shinhan Financial Group,Diversified Financials,South Korea,16329,2098,277549,17231
252,Marubeni,Trading Companies,Japan,53035,2079.3,61857,13691
253,Apache,Oil & Gas Operations,United States,17078,2001,60737,29639
253,Natixis,Banking,France,19206,2175,657995,13221
253,United Parcel Service,Air Courier,United States,54127,807,38863,81491
256,BlackRock,Diversified Financials,United States,9337,2458,200451,44237
257,AbbVie,Drugs & Biotechnology,United States,18038,5275,27008,60856
258,Medtronic,Health Care Equipment & Services,United States,16427,3489,34949,46047
259,Exelon,Utilities,United States,23489,1160,78554,28549
260,Saint-Gobain,Construction,France,56989,1010.5,61025,21646
261,Halliburton,Oil & Gas Operations,United States,28503,2635,27410,39043
262,Bristol-Myers Squibb,Drugs & Biotechnology,United States,17621,1960,35897,63791
263,Toshiba,Consumer Durables,Japan,73691,890.4,65064,21330
264,Denso,Consumer Durables,Japan,38108,1078.7,43219,34912
265,Swedbank,Banking,Sweden,10908,2221,283806,27407
266,Brookfield Asset Management,Real Estate,Canada,18590,1380,108644,23007
267,Anadarko Petroleum,Oil & Gas Operations,United States,13411,2391,52589,42723
268,Kia Motors,Consumer Durables,South Korea,41961,3433,30457,19767
269,Prudential Financial,Insurance,United States,84815,469,709298,28091
270,VimpelCom,Telecommunications services,Netherlands,23061,2145,55360,19043
271,Linde,Chemicals,Germany,20158,1649.1,43518,35194
271,Woolworths,Food Markets,Australia,56428,1859.5,21461,46307
273,Freeport-McMoRan Copper,Diversified Metals & Mining,United States,18010,3041,35440,32094
274,DBS Group,Banking,Singapore,8846,3119.6,288941,30746
274,Ebay,Retailing,United States,14071,2610,37074,65357
276,Danaher,Conglomerates,United States,18260,2392.2,32941,43072
277,Sun Life Financial,Insurance,Canada,17635,1560.7,226757,16866
278,China Pacific Insurance,Insurance,China,27314,805,109303,28614
278,Hyundai Mobis,Consumer Durables,South Korea,28942,3329.5,28066,26370
280,China Communications Construction,Construction,China,45720,1894,69604,12864
281,Takeda Pharmaceutical,Drugs & Biotechnology,Japan,18228,1499.9,43220,43582
282,NextEra Energy,Utilities,United States,14256,1911,64439,31565
283,Ping An Bank,Banking,China,13165,2151.3,257305,18305
284,Air Liquide,Chemicals,France,20219,2123,32483,39281
285,Danske Bank,Banking,Denmark,22572,839.4,615604,19146
286,TeliaSonera,Telecommunications services,Sweden,16139,3059,38063,30960
287,Standard Life,Insurance,United Kingdom,31185,1131.3,282999,13515
288,Canadian Natural Resources,Oil & Gas Operations,Canada,14652,1900.2,49192,35951
289,Husky Energy,Oil & Gas Operations,Canada,22532,2030.7,35292,29019
290,Cigna,Health Care Equipment & Services,United States,29119,1623,53734,17909
291,Rolls-Royce Holdings,Aerospace & Defense,United Kingdom,19774,3708.9,28910,30738
292,Ericsson,Technology Hardware & Equipment,Sweden,35044,888,40378,44078
292,State Street,Diversified Financials,United States,10125,2061,222582,27427
294,CNP Assurances,Insurance,France,53202,1223.4,466139,9873
295,SingTel,Telecommunications services,Singapore,14964,3170.7,31379,45728
296,Imperial Tobacco Group,"Food, Drink & Tobacco",United Kingdom,23703,1095.3,44402,35188
297,National Oilwell Varco,Oil & Gas Operations,United States,20041,2491,31484,30091
298,Oversea-Chinese Banking,Banking,Singapore,8318,3270,242243,28971
299,Heineken Holding,"Food, Drink & Tobacco",Netherlands,24252,1949,46691,18646
299,Power Corp of Canada,Insurance,Canada,34247,1129,272818,12390
301,Deutsche Bank,Banking,Germany,54960,384,2652604,41258
302,Central Japan Railway,Transportation,Japan,18221,1604,61276,20611
303,Mitsubishi Electric,Capital Goods,Japan,43965,1353.7,39121,18828
304,OMV Group,Oil & Gas Operations,Austria,56265,1799,39841,14666
305,Emerson Electric,Capital Goods,United States,24656,2051,23771,41584
305,Nippon Steel & Sumitomo Metal ,Diversified Metals & Mining,Japan,49419,706.3,58857,25632
307,Koç Holding,Conglomerates,Turkey,47131,1286.1,61133,13558
307,Sun Hung Kai Properties,Real Estate,Hong Kong-China,8818,5554,60278,36361
309,Icici Bank,Banking,India,13180,1503,118047,22777
310,BB&T,Banking,United States,10737,1979,183872,21681
310,Directv,Media,United States,29740,2949,20555,31516
312,Aetna,Health Care Equipment & Services,United States,36596,1657.9,41494,16685
313,Wilmar International,"Food, Drink & Tobacco",Singapore,46342,1279.8,41669,17013
314,China Vanke,Real Estate,China,15547,2014.6,60330,18879
314,Visa,Diversified Financials,United States,10720,2408,35859,104827
316,China Railway Construction,Construction,China,74469,1344,77149,10357
317,Henkel,Consumer Durables,Germany,21781,1992,24961,37255
318,Accenture,IT Software & Services,Ireland,30090,3068,16359,53341
319,Reckitt Benckiser Group,Consumer Durables,United Kingdom,15556,2974,24433,51169
320,Sasol,Chemicals,South Africa,20752,2888.2,24728,29373
321,Inditex,Consumer Durables,Spain,20560,3044,17510,83314
322,China Railway Group,Construction,China,76707,1166,88367,10171
323,Johnson Controls,Consumer Durables,United States,41960,1156,31232,23931
323,KBC Group,Banking,Belgium,21728,806.9,338676,16301
325,BAE Systems,Aerospace & Defense,United Kingdom,26344,1692.9,36177,18820
326,Telenor,Telecommunications services,Norway,18272,1704.9,29564,34096
327,KB Financial Group,Diversified Financials,South Korea,15620,1512.5,265106,13221
328,Enbridge,Oil & Gas Operations,Canada,25415,718,47376,36944
329,Fresenius,Health Care Equipment & Services,Germany,24805,1191,40467,22078
330,Samsung Life Insurance,Insurance,South Korea,19089,837,142158,17739
331,Komatsu,Capital Goods,Japan,23940,2017.9,27715,22161
332,Maybank,Banking,Malaysia,9147,1879,161402,24338
333,Isbank,Banking,Turkey,12441,1895.6,112704,16786
334,Tata Motors,Consumer Durables,India,32568,2657.3,27558,15858
335,Resona Holdings,Banking,Japan,9547,3064.2,522881,13593
336,Kroger,Food Markets,United States,96751,1496.5,24652,16253
337,SunTrust Banks,Banking,United States,11240,1958,173442,15662
338,Carnival,"Hotels, Restaurants & Leisure",Panama,15394,1474,38675,28449
339,American Electric,Utilities,United States,14945,1259,54367,23264
340,Chubb,Insurance,United States,13595,1545,52184,22319
341,Garanti Bank,Banking,Turkey,9813,1886,99194,22037
342,Inpex,Oil & Gas Operations,Japan,14336,2343.5,36890,20577
343,NIKE,Consumer Durables,United States,25281,2366,15615,49363
344,Monsanto,Chemicals,United States,14004,2258,22537,55853
345,MTN Group,Telecommunications services,South Africa,16493,2527.4,21395,34503
345,United Overseas Bank,Banking,Singapore,7191,2296,207041,25106
347,Eaton,Capital Goods,Ireland,16311,1217,35848,29477
348,Marathon Oil,Oil & Gas Operations,United States,15630,1582,35306,24819
349,Femsa,"Food, Drink & Tobacco",Mexico,18521,1609,22633,37698
350,Indian Oil,Oil & Gas Operations,India,70761,830.8,43150,14239
351,Raytheon,Aerospace & Defense,United States,24414,1888,26686,18906
352,HCA Holdings,Health Care Equipment & Services,United States,33013,1605,28075,16822
353,Discover Financial Services,Diversified Financials,United States,8984,2345,75283,21960
353,Kimberly-Clark,Consumer Durables,United States,21063,1750,19873,36150
355,WPP,Media,United Kingdom,16867,1337.7,40290,20711
356,Cardinal Health,Drugs & Biotechnology,United States,104802,1143.4,24642,15877
356,Michelin Group,Consumer Durables,France,28330,2058,26437,16194
358,Thomson Reuters,Media,Canada,13278,2070,32572,26692
359,Saudi Telecom,Telecommunications services,Saudi Arabia,15826,1940,31252,21652
360,Kraft Foods Group,"Food, Drink & Tobacco",United States,18339,1642,23329,29780
361,Delta Air Lines,Airline,United States,36670,1010,44550,13625
362,Northrop Grumman,Aerospace & Defense,United States,25218,1978,26543,16314
363,Fannie Mae,Diversified Financials,United States,131884,7248,3226250,2303
364,Illinois Tool Works,Capital Goods,United States,17924,2870,19309,28318
365,General Mills,"Food, Drink & Tobacco",United States,17430,1814,22793,29899
366,SK Innovation ,Oil & Gas Operations,South Korea,65132,1053,31804,13662
367,Holcim,Construction,Switzerland,23520,679,44807,26877
368,Safran,Aerospace & Defense,France,17962,1718,29983,19620
369,CenturyLink ,Telecommunications services,United States,18376,777,54020,21510
370,Baoshan Iron & Steel,Diversified Metals & Mining,China,35396,1169.7,36730,13417
371,Baxter International,Health Care Equipment & Services,United States,14190,2326,20390,37893
372,Freddie Mac,Diversified Financials,United States,80635,10982,1989856,1314
373,AMP,Diversified Financials,Australia,17154,731.8,122057,16008
374,Canadian National Railway,Transportation,Canada,9963,2691.6,26774,42674
375,Baker Hughes,Oil & Gas Operations,United States,21361,1311,26689,21189
376,EDP-Energias de Portugal,Utilities,Portugal,21557,1335.6,55178,11508
377,Coal India,Diversified Metals & Mining,India,12271,2916.8,20759,37399
378,Kering,Consumer Durables,France,12845,1383,32507,29365
379,Hyundai Heavy Industries,Capital Goods,South Korea,48828,874.2,46320,11590
380,CBS,Media,United States,14089,1574,26466,29420
381,Viacom,Media,United States,13249,2239,21897,31252
382,Akbank,Banking,Turkey,8171,1684.6,91597,20589
383,Woori Finance Holdings,Diversified Financials,South Korea,15209,1406.5,306187,9000
384,NTPC,Utilities,India,12788,1929.6,30476,22259
385,Norilsk Nickel,Diversified Metals & Mining,Russia,12836,3276,18849,32947
386,Alstom,Conglomerates,France,26614,977.3,39385,13952
387,International Paper,Materials,United States,27833,794,32153,20146
388,Sabanci Holding,Conglomerates,Turkey,14621,1031,98312,12680
389,PPL,Utilities,United States,12286,1526,43634,17771
390,Lloyds Banking Group,Banking,United Kingdom,75642,-2320.3,1495894,53772
390,Pernod Ricard,"Food, Drink & Tobacco",France,10399,1450.6,33516,34483
392,Gilead Sciences,Drugs & Biotechnology,United States,9703,2591.6,21240,68446
393,Suncorp Group,Insurance,Australia,15639,741,98283,15854
393,Syngenta,Chemicals,Switzerland,14462,1906.3,18339,40067
395,Mitsubishi Estate,Real Estate,Japan,12238,682.7,53214,40797
396,CSX,Transportation,United States,11756,1859,30571,24520
397,FirstRand,Banking,South Africa,8350,1649.8,94063,17957
398,PG&E,Utilities,United States,15040,830,52449,19112
399,Mapfre,Insurance,Spain,27106,878.2,69178,10743
400,Barclays,Banking,United Kingdom,55686,-1692,2422498,62280
401,Automatic Data,Business Services & Supplies,United States,10945,1406.9,33330,31303
402,Colgate-Palmolive,Consumer Durables,United States,17085,2472,13394,52419
403,Deutsche Lufthansa,Airline,Germany,39730,1305,37467,9669
404,Huaneng Power International,Utilities,China,21126,930,41197,14902
405,SK Holdings ,Oil & Gas Operations,South Korea,106298,932,85213,7020
406,TransCanada,Oil & Gas Operations,Canada,8042,1359.8,48542,33861
407,Huaxia Bank,Banking,China,10519,1465,197246,11476
408,Texas Instruments,Semiconductors,United States,12825,1759,20021,38756
409,Ameriprise Financial,Diversified Financials,United States,10259,1029,134729,15124
409,UBS,Diversified Financials,Switzerland,47700,-2741.3,1366788,61874
411,QBE Insurance Group,Insurance,Australia,17011,761,50762,16951
412,EXOR,Diversified Financials,Italy,117462,701.8,159447,7136
413,Lafarge,Construction,France,20865,569.9,50514,20308
413,Talanx,Insurance,Germany,34906,831,171726,7871
